Name,Pos,Active,HoF,All_Star,All_Nba,All_Def,Score_Champ,Assit_Champ,Trb_Champ,MVP,GP,PPG,TRPG,APG,BPG,SPG,3PG,TP,TR,TAST,TBLKS,TSTLS,T3PS,FG%,FT%,3P%,EF%,DRTG,ORTG,VORP,BPM,EFF,Win_Shares
Bob Lavoy,4,0,0,0,0,0,0,0,0,0,264,8.2,6.2,1.5,-,-,-,2156,1634,391,-,-,-,38.4,70.7,-,-,-,-,-,-,15.0,15.9
Acie Law,1,0,0,0,0,0,0,0,0,0,188,3.9,1.0,1.6,0.0,0.4,0.1,725,195,309,4,83,27,41.3,77.8,23.5,43.4,112,100,-2.0,-5.4,9.9,1.6
Gani Lawal,4,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,-,-,-,-,117,,0.0,-4.9,-9.1,0.0
Edmund Lawrence,5,0,0,0,0,0,0,0,0,0,3,4.0,1.3,0.3,0.0,0.3,0.0,12,4,1,0,1,0,62.5,50.0,-,62.5,104,119,0.0,1.0,19.4,0.1
Jason Lawson,5,0,0,0,0,0,0,0,0,0,17,1.5,1.6,0.3,0.2,0.2,0.0,26,27,5,4,4,0,60.0,80.0,-,60.0,95,141,0.1,4.8,21.5,0.5
Ty Lawson,1,0,0,0,0,0,0,0,0,0,551,12.7,2.7,6.0,0.1,1.2,0.9,6977,1506,3316,52,636,473,46.0,77.0,35.9,50.4,110,113,10.9,0.7,17.2,42.1
Jake Layman,3,1,0,0,0,0,0,0,0,0,95,2.6,1.0,0.3,0.2,0.3,0.4,243,98,29,15,30,35,38.5,68.6,28.7,45.8,111,96,-0.3,-3.7,8.6,0.3
Mo Layton,1,0,0,0,0,0,0,0,0,0,267,6.9,1.3,2.6,0.1,0.4,0.0,1845,357,706,12,51,0,44.8,74.9,-,44.8,105,93,-1.0,-4.5,11.8,4.4
T.J. Leaf,4,1,0,0,0,0,0,0,0,0,70,2.8,1.6,0.2,0.1,0.1,0.3,193,109,14,6,7,20,44.9,65.0,37.7,50.6,111,108,-0.4,-5.1,10.3,0.8
Manny Leaks,5,0,0,0,0,0,0,0,0,0,446,11.9,9.0,1.1,0.7,0.2,0.0,5302,3998,471,39,10,0,44.0,70.7,0.0,44.0,94,,-0.6,-4.7,15.0,14.4
Hal Lear,1,0,0,0,0,0,0,0,0,0,3,1.3,0.3,0.3,-,-,-,4,1,1,-,-,-,33.3,-,-,-,-,-,-,-,1.0,0.0
Allen Leavell,1,0,0,0,0,0,0,0,0,0,700,9.5,1.7,4.8,0.2,1.3,0.2,6684,1164,3339,120,929,141,45.0,83.4,23.4,46.2,108,106,3.6,-1.1,14.7,29.9
Jeff Lebo,2,0,0,0,0,0,0,0,0,0,4,1.5,1.0,0.8,0.0,0.5,0.0,6,4,3,0,2,0,28.6,100.0,-,28.6,105,99,0.0,-2.7,5.8,0.0
Eric Leckner,5,0,0,0,0,0,0,0,0,0,449,4.1,3.2,0.5,0.3,0.2,0.0,1835,1418,211,140,84,0,50.8,66.9,0.0,50.8,107,100,-4.0,-4.9,9.8,6.2
Ricky Ledo,2,0,0,0,0,0,0,0,0,0,28,3.9,1.4,0.8,0.0,0.3,0.5,109,38,21,1,7,13,33.6,76.9,37.1,39.4,113,83,-0.4,-7.8,7.0,-0.6
Butch Lee,1,0,0,0,0,0,0,0,0,0,96,8.1,1.4,3.2,0.0,0.9,0.0,773,137,307,1,87,0,45.0,76.1,-,45.0,107,101,-0.3,-2.7,13.5,2.4
Clyde Lee,5,0,0,1,0,0,0,0,0,0,742,7.7,10.3,1.1,0.3,0.4,-,5733,7626,788,64,80,-,43.2,61.4,-,-,98,,-0.6,-2.4,11.9,33.5
Courtney Lee,2,1,0,0,0,0,0,0,0,0,762,9.9,2.7,1.7,0.3,1.0,1.1,7566,2063,1316,206,775,844,45.1,85.4,38.9,51.7,109,109,9.9,-0.2,12.2,38.4
Damion Lee,2,1,0,0,0,0,0,0,0,0,31,7.7,3.2,1.0,0.0,0.9,0.9,239,100,32,1,27,28,42.4,78.6,30.8,49.0,110,103,-0.1,-2.7,11.7,0.7
David Lee,3,0,0,0,0,0,0,0,0,0,58,6.4,3.2,0.3,-,-,0.0,374,187,20,-,-,2,44.2,85.7,33.3,44.6,-,-,-,-,17.3,1.9
David Lee,5,0,0,2,1,0,0,0,0,0,829,13.5,8.8,2.2,0.4,0.8,0.0,11232,7320,1825,329,625,1,53.5,77.2,3.4,53.6,106,114,22.3,1.6,19.1,76.0
Dick Lee,4,0,0,0,0,0,0,0,0,0,2,0.0,0.5,0.5,-,-,0.0,0,1,1,-,-,0,-,-,-,-,-,-,-,-,30.7,0.0
Doug Lee,2,0,0,0,0,0,0,0,0,0,73,2.3,0.6,0.4,0.1,0.2,0.2,168,42,32,5,17,18,41.2,70.0,31.0,47.3,110,109,-0.1,-2.9,11.0,0.7
George Lee,2,0,0,0,0,0,0,0,0,0,297,7.5,4.2,0.9,-,-,-,2229,1235,258,-,-,-,37.9,73.4,-,-,-,-,-,-,12.1,6.6
Greg Lee,1,0,0,0,0,0,0,0,0,0,10,2.4,0.5,2.4,0.0,0.6,0.0,24,5,24,0,6,0,52.6,100.0,-,52.6,106,101,-0.1,-5.8,11.9,0.1
Keith Lee,4,0,0,0,0,0,0,0,0,0,182,6.1,4.7,1.0,0.6,0.4,0.0,1114,861,178,110,74,2,45.1,74.6,16.7,45.2,106,99,0.0,-2.0,12.2,3.7
Kurk Lee,1,0,0,0,0,0,0,0,0,0,48,1.4,0.6,0.7,0.0,0.2,0.1,66,30,34,2,11,3,26.8,89.3,20.0,28.9,109,87,-0.3,-6.7,5.6,-0.1
Malcolm Lee,2,0,0,0,0,0,0,0,0,0,36,3.9,1.8,1.4,0.3,0.6,0.3,140,65,51,10,20,10,38.2,70.3,29.4,41.9,107,97,0.0,-2.0,9.5,0.4
Rock Lee,5,0,0,0,0,0,0,0,0,0,2,1.0,0.5,1.0,0.0,0.0,0.0,2,1,2,0,0,0,50.0,0.0,-,50.0,117,74,0.0,-10.8,1.0,0.0
Ron Lee,1,0,0,0,0,0,0,0,0,0,448,7.3,2.7,3.8,0.3,1.9,0.2,3285,1219,1688,122,869,42,41.6,70.5,32.1,42.3,99,91,5.0,0.0,12.4,10.7
Russ Lee,3,0,0,0,0,0,0,0,0,0,97,2.9,1.2,0.7,0.1,0.4,-,282,114,65,3,22,-,39.1,68.5,-,-,94,,-0.1,-2.9,14.0,0.5
Ed Leede,3,0,0,0,0,0,0,0,0,0,121,7.8,2.1,1.9,-,-,-,949,118,225,-,-,-,33.4,71.9,-,-,-,-,-,-,-,5.8
Hank Lefkowitz,4,0,0,0,0,0,0,0,0,0,24,2.1,-,0.2,-,-,-,51,,4,-,-,-,19.3,53.8,-,-,-,-,-,-,-,-0.8
Tim Legler,2,0,0,0,0,0,0,0,0,0,310,7.0,1.6,1.3,0.1,0.5,0.8,2182,481,402,41,149,260,44.7,84.0,43.1,52.3,112,117,1.1,-1.1,13.6,12.1
George Lehmann,1,0,0,0,0,0,0,0,0,0,376,11.9,1.6,4.5,0.1,0.4,1.3,4458,619,1677,4,13,409,41.8,84.1,36.5,47.1,111,95,-0.6,-6.5,12.8,18.6
Walt Lemon Jr.,1,0,0,0,0,0,0,0,0,0,5,3.4,0.4,1.0,0.2,0.0,0.2,17,2,5,1,0,1,43.8,66.7,100.0,46.9,114,88,-0.1,-11.7,6.9,-0.1
Alex Len,5,1,0,0,0,0,0,0,0,0,365,7.4,6.4,0.8,1.0,0.4,0.1,2715,2333,288,372,150,24,48.5,70.5,30.8,49.1,107,106,0.2,-1.9,14.4,13.0
Voshon Lenard,2,0,0,0,0,0,0,0,0,0,565,11.9,2.8,2.1,0.2,0.8,1.7,6745,1609,1180,131,424,936,41.5,78.7,38.4,49.4,107,106,6.7,-0.3,13.8,29.6
Leary Lentz,3,0,0,0,0,0,0,0,0,0,148,8.0,6.2,0.8,-,-,0.0,1179,919,120,-,-,0,40.5,66.0,0.0,40.5,-,-,-,-,12.0,3.4
Gary Leonard,5,0,0,0,0,0,0,0,0,0,31,1.4,1.1,0.1,0.3,0.1,0.0,44,34,2,10,4,0,45.9,50.0,0.0,45.9,106,93,-0.2,-6.3,8.6,0.1
Kawhi Leonard,3,1,0,2,2,4,0,0,0,0,434,17.0,6.3,2.3,0.7,1.8,1.3,7380,2737,1007,304,772,578,49.5,84.8,38.5,54.8,99,118,27.5,6.2,22.4,60.9
Meyers Leonard,5,1,0,0,0,0,0,0,0,0,363,5.5,3.8,0.8,0.3,0.2,0.7,2008,1362,297,107,64,249,47.1,82.9,38.0,54.8,108,112,0.5,-1.7,12.1,11.9
Slick Leonard,1,0,1,0,0,0,0,0,0,0,426,9.9,2.9,3.3,-,-,-,4204,1217,1427,-,-,-,34.9,74.5,-,-,-,-,-,-,10.2,3.8
Jim Les,1,0,0,0,0,0,0,0,0,0,321,3.8,1.2,2.9,0.1,0.5,0.6,1210,396,930,20,169,196,39.7,81.8,39.6,50.1,110,111,-0.6,-2.6,12.4,8.1
Travis Leslie,2,0,0,0,0,0,0,0,0,0,10,1.4,0.9,0.5,0.2,0.2,0.0,14,9,5,2,2,0,35.7,44.4,-,35.7,105,98,0.0,-0.2,14.6,0.1
Ronnie Lester,1,0,0,0,0,0,0,0,0,0,250,7.3,1.9,4.0,0.1,0.7,0.0,1816,473,1003,32,187,5,46.9,78.8,22.7,47.0,110,104,-0.8,-2.7,13.0,6.3
Clifford Lett,1,0,0,0,0,0,0,0,0,0,11,3.5,0.6,0.7,0.1,0.2,0.0,38,7,8,1,2,0,43.2,66.7,0.0,43.2,110,84,-0.2,-8.8,3.4,-0.1
Jon Leuer,5,1,0,0,0,0,0,0,0,0,355,6.5,3.9,0.8,0.3,0.4,0.3,2321,1371,293,100,130,124,48.2,77.0,33.0,51.4,106,109,1.0,-1.3,14.5,12.8
Andrew Levane,2,0,0,0,0,0,0,0,0,0,103,4.5,1.3,2.0,-,-,-,463,9,204,-,-,-,31.0,63.3,-,-,-,-,-,-,-4.1,0.8
Fat Lever,2,0,0,2,1,1,0,0,0,0,752,13.9,6.0,6.2,0.3,2.2,0.2,10433,4523,4696,209,1666,162,44.7,77.1,31.0,45.5,105,109,33.7,3.6,17.8,61.2
Caris LeVert,3,1,0,0,0,0,0,0,0,0,142,11.1,3.6,3.2,0.2,1.0,1.1,1583,508,461,35,148,163,44.6,71.6,33.3,50.8,111,105,1.3,-0.6,14.1,5.0
Cliff Levingston,4,0,0,0,0,0,0,0,0,0,830,7.1,5.2,0.9,0.7,0.6,0.0,5888,4307,752,593,534,5,51.6,67.6,15.2,51.6,106,114,14.4,1.4,13.8,44.2
Bobby Lewis,2,0,0,0,0,0,0,0,0,0,255,5.8,2.1,2.2,-,-,-,1481,533,555,-,-,-,38.1,71.2,-,-,-,-,-,-,9.7,1.1
Cedric Lewis,5,0,0,0,0,0,0,0,0,0,3,1.3,0.7,0.0,0.0,0.3,0.0,4,2,0,0,1,0,66.7,-,-,66.7,90,148,0.0,16.5,62.7,0.1
Freddie Lewis,3,0,0,0,0,0,0,0,0,0,95,8.4,-,1.4,-,-,-,799,,132,-,-,-,31.2,76.5,-,-,-,-,-,-,-,0.7
Freddie Lewis,1,0,0,4,0,0,0,0,0,0,750,16.0,3.7,4.0,0.1,1.5,0.4,12033,2752,2979,23,373,275,43.2,81.7,28.0,44.6,107,105,2.3,-0.8,15.0,53.8
Grady Lewis,4,0,0,0,0,0,0,0,0,0,139,5.4,-,0.9,-,-,-,750,,132,-,-,-,25.2,59.5,-,-,-,-,-,-,-,4.3
Martin Lewis,3,0,0,0,0,0,0,0,0,0,25,3.6,1.4,0.3,0.2,0.4,0.1,89,35,7,5,9,3,47.3,59.3,30.0,49.3,113,100,-0.2,-5.8,11.2,0.1
Mike Lewis,5,0,0,1,0,0,0,0,0,0,337,12.1,11.9,3.0,0.0,0.0,0.0,4081,4022,1000,0,0,0,49.8,73.5,0.0,49.8,107,88,-0.1,-16.2,17.6,24.4
Quincy Lewis,3,0,0,0,0,0,0,0,0,0,159,3.6,1.3,0.6,0.2,0.4,0.2,567,210,96,36,59,37,39.7,71.0,33.3,42.9,105,91,-0.9,-4.0,6.7,0.8
Ralph Lewis,3,0,0,0,0,0,0,0,0,0,99,2.3,1.2,0.3,0.1,0.3,0.0,229,118,29,7,25,1,41.4,56.2,25.0,41.6,110,91,-0.5,-5.0,8.5,0.0
Rashard Lewis,4,0,0,2,0,0,0,0,0,0,1049,14.9,5.2,1.7,0.5,1.1,1.7,15579,5433,1765,541,1115,1787,45.2,80.5,38.6,52.4,107,112,34.1,2.0,16.8,90.9
Reggie Lewis,3,0,0,1,0,0,0,0,0,0,450,17.6,4.3,2.6,0.9,1.3,0.1,7902,1938,1153,417,569,27,48.8,82.4,20.0,49.0,108,112,13.1,1.5,17.1,38.9
Marcus Liberty,3,0,0,0,0,0,0,0,0,0,267,7.3,3.5,0.9,0.3,0.7,0.2,1942,925,244,73,189,66,41.7,66.4,34.0,43.5,110,100,-1.1,-2.9,12.2,4.0
Todd Lichti,2,0,0,0,0,0,0,0,0,0,237,7.9,2.1,1.4,0.2,0.8,0.1,1870,505,325,45,179,19,46.0,78.9,24.4,46.6,111,105,-0.8,-2.7,12.2,5.6
Barry Liebowitz,1,0,0,0,0,0,0,0,0,0,82,10.9,2.1,3.7,-,-,0.1,894,170,301,-,-,6,36.7,80.5,15.4,37.0,-,-,-,-,9.5,1.5
DeAndre Liggins,2,0,0,0,0,0,0,0,0,0,177,2.0,1.4,0.7,0.2,0.6,0.2,346,252,122,31,108,43,40.2,54.9,35.2,46.9,107,94,0.0,-2.0,7.3,1.6
Bill Ligon,2,0,0,0,0,0,0,0,0,0,38,3.3,0.7,0.7,0.2,0.2,-,126,26,25,9,8,-,38.5,64.0,-,-,102,,-0.4,-7.1,11.8,-0.2
Goose Ligon,4,0,0,1,0,0,0,0,0,0,434,12.8,10.9,2.1,0.5,0.5,0.0,5560,4720,910,9,9,3,48.7,64.3,12.5,48.8,106,98,0.0,-2.4,15.9,36.1
Damian Lillard,1,1,0,3,3,0,0,0,0,0,503,23.4,4.1,6.2,0.3,0.9,2.7,11757,2083,3126,156,477,1373,43.3,88.5,37.0,50.9,110,115,26.8,3.8,21.3,63.2
Jeremy Lin,2,1,0,0,0,0,0,0,0,0,435,11.9,2.8,4.4,0.4,1.1,1.0,5175,1226,1905,165,494,424,43.6,80.7,35.2,48.9,108,106,5.6,0.0,15.6,22.7
Steve Lingenfelter,4,0,0,0,0,0,0,0,0,0,10,1.0,1.6,0.5,0.3,0.1,0.0,10,16,5,3,1,0,71.4,0.0,-,71.4,101,76,0.0,-3.4,3.1,0.0
Alton Lister,5,0,0,0,0,0,0,0,0,0,953,6.6,6.3,1.0,1.5,0.4,0.0,6298,5996,914,1473,351,1,51.2,59.7,11.1,51.2,102,102,7.9,-0.3,12.9,36.6
Samuel Little,1,0,0,0,0,0,0,0,0,0,3,1.7,0.3,0.7,-,-,0.0,5,1,2,-,-,0,50.0,100.0,0.0,50.0,-,-,-,-,10.3,0.0
Gene Littles,1,0,0,0,0,0,0,0,0,0,450,9.0,3.3,3.0,0.1,1.2,0.1,4066,1475,1336,21,277,25,47.6,73.8,24.0,48.0,103,104,1.2,-0.4,13.5,23.4
Randy Livingston,1,0,0,0,0,0,0,0,0,0,203,3.8,1.4,2.0,0.2,0.6,0.2,773,282,415,31,121,34,40.6,77.1,35.1,42.9,104,94,-1.2,-3.7,10.0,2.3
Shaun Livingston,1,1,0,0,0,0,0,0,0,0,794,6.4,2.4,3.1,0.4,0.7,0.0,5083,1929,2425,298,568,13,48.3,79.3,17.8,48.5,108,106,1.4,-1.7,12.5,28.5
Ron Livingstone,5,0,0,0,0,0,0,0,0,0,117,6.3,4.7,1.9,-,-,-,732,297,217,-,-,-,28.6,69.2,-,-,-,-,-,-,-,2.4
Horacio Llamas Grey,5,0,0,0,0,0,0,0,0,0,28,2.1,1.3,0.2,0.3,0.4,0.0,58,36,5,8,11,1,46.9,61.1,33.3,48.0,97,81,-0.1,-5.0,10.0,0.0
Bobby Lloyd,1,0,0,0,0,0,0,0,0,0,125,9.0,1.8,1.8,-,-,0.1,1127,220,229,-,-,15,40.7,87.2,38.5,41.5,-,-,-,-,13.9,5.3
Chuck Lloyd,5,0,0,0,0,0,0,0,0,0,14,4.7,1.8,0.4,-,-,0.0,66,25,6,-,-,0,45.1,66.7,-,45.1,-,-,-,-,17.4,0.2
Earl Lloyd,3,0,1,0,0,0,0,0,0,0,560,8.4,6.4,1.4,-,-,-,4682,3609,810,-,-,-,35.6,75.0,-,-,-,-,-,-,10.6,19.1
Lewis Lloyd,2,0,0,0,0,0,0,0,0,0,388,13.2,3.1,2.9,0.3,0.9,0.0,5130,1192,1138,133,365,10,52.4,77.1,21.3,52.5,109,108,5.5,0.3,16.4,19.8
Scott Lloyd,5,0,0,0,0,0,0,0,0,0,372,4.6,3.0,1.0,0.2,0.3,0.0,1694,1114,356,73,100,2,42.5,71.8,28.6,42.6,109,95,-2.2,-3.6,8.5,2.5
Riney Lochmann,3,0,0,0,0,0,0,0,0,0,170,4.3,2.7,0.8,-,-,0.0,731,466,143,-,-,5,40.5,60.6,31.3,40.9,-,-,-,-,9.5,0.6
Bob Lochmueller,3,0,0,0,0,0,0,0,0,0,62,3.7,2.6,0.8,-,-,-,232,162,47,-,-,-,32.2,60.7,-,-,-,-,-,-,9.0,0.5
Rob Lock,4,0,0,0,0,0,0,0,0,0,20,1.5,1.6,0.2,0.2,0.2,0.0,30,32,4,4,3,0,28.1,80.0,-,28.1,110,77,-0.2,-9.4,5.3,-0.2
Darrell Lockhart,5,0,0,0,0,0,0,0,0,0,2,2.0,1.5,0.0,0.0,0.0,0.0,4,3,0,0,0,0,100.0,-,-,100.0,112,75,0.0,-10.7,1.6,0.0
Ian Lockhart,3,0,0,0,0,0,0,0,0,0,1,4.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0,100.0,100.0,-,100.0,115,231,0.0,16.4,76.3,0.0
Kevin Loder,3,0,0,0,0,0,0,0,0,0,148,5.9,2.3,1.2,0.3,0.5,0.0,875,338,174,43,67,6,46.1,69.5,26.1,46.5,107,100,-0.3,-2.5,11.9,2.4
Don Lofgran,3,0,0,0,0,0,0,0,0,0,209,6.1,3.9,1.0,-,-,-,1265,817,216,-,-,-,32.9,69.2,-,-,-,-,-,-,11.7,3.1
Zach Lofton,2,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0.0,-,0.0,0.0,89,0,0.0,-8.1,-9.9,0.0
Henry Logan,2,0,0,0,0,0,0,0,0,0,108,11.6,3.5,2.3,-,-,0.0,1258,376,244,-,-,1,46.6,70.5,14.3,46.7,-,-,-,-,13.7,5.6
John Logan,1,0,0,0,3,0,0,0,0,0,258,12.4,4.5,3.0,-,-,-,3203,134,775,-,-,-,31.2,76.7,-,-,-,-,-,-,-,27.8
Brad Lohaus,4,0,0,0,0,0,0,0,0,0,656,5.9,2.8,1.1,0.8,0.5,0.6,3854,1869,714,503,307,392,44.0,73.3,36.1,49.6,108,103,2.5,-1.0,12.3,15.2
Art Long,3,0,0,0,0,0,0,0,0,0,98,3.5,3.3,0.5,0.4,0.3,0.0,345,319,48,42,27,2,45.8,48.5,66.7,46.1,104,94,-0.6,-3.8,9.7,0.9
Grant Long,4,0,0,0,0,0,0,0,0,0,1003,9.5,6.1,1.7,0.4,1.2,0.1,9518,6154,1716,366,1199,83,46.7,76.1,28.3,47.2,106,108,18.5,0.6,13.3,60.1
John Long,2,0,0,0,0,0,0,0,0,0,893,13.6,2.8,1.9,0.2,1.0,0.1,12131,2492,1738,180,912,101,46.7,86.2,32.2,47.2,109,103,1.2,-1.8,14.2,32.0
Paul Long,2,0,0,0,0,0,0,0,0,0,80,3.9,0.8,0.8,-,-,0.0,309,66,66,-,-,0,42.9,76.5,-,42.9,-,-,-,-,14.7,0.8
Shawn Long,5,0,0,0,0,0,0,0,0,0,18,8.2,4.7,0.7,0.5,0.5,0.4,148,85,13,9,9,7,56.0,54.3,36.8,59.2,106,118,0.3,3.4,24.1,0.9
Willie Long,4,0,0,0,0,0,0,0,0,0,213,11.4,6.0,1.0,0.2,0.7,0.0,2418,1269,209,13,54,0,42.1,77.4,0.0,42.1,105,101,0.0,-2.0,12.9,6.9
Luc Longley,5,0,0,0,0,0,0,0,0,0,567,7.2,4.9,1.5,1.0,0.5,0.0,4090,2794,836,549,278,0,46.2,76.0,0.0,46.2,102,97,1.5,-1.5,11.8,17.5
Kevon Looney,4,1,0,0,0,0,0,0,0,0,159,4.0,3.4,0.8,0.6,0.4,0.0,632,537,135,100,61,4,58.1,58.2,18.2,58.6,107,125,1.9,1.5,15.0,6.8
Brook Lopez,5,1,0,1,0,0,0,0,0,0,669,17.6,6.6,1.5,1.7,0.6,0.5,11791,4434,1030,1134,375,327,49.9,79.0,33.9,51.7,108,110,15.1,0.9,20.2,55.5
Felipe Lopez,1,0,0,0,0,0,0,0,0,0,249,5.8,2.4,1.0,0.2,0.6,0.2,1448,604,252,62,161,48,43.2,65.9,32.7,45.1,108,97,-0.7,-2.7,11.5,3.1
Raul Lopez,1,0,0,0,0,0,0,0,0,0,113,6.5,1.7,3.8,0.0,0.7,0.4,733,194,428,5,84,45,42.9,85.3,34.6,46.4,106,97,-0.8,-3.5,12.2,2.1
Robin Lopez,5,1,0,0,0,0,0,0,0,0,720,8.9,5.3,0.8,1.2,0.3,0.0,6409,3830,583,876,182,7,52.6,75.9,21.9,52.7,109,113,8.7,0.1,16.1,40.2
Ryan Lorthridge,2,0,0,0,0,0,0,0,0,0,37,7.4,1.9,2.7,0.0,0.8,0.1,272,71,101,1,28,3,47.5,64.8,21.4,48.2,114,102,-0.3,-3.7,12.9,0.4
Jim Loscutoff,3,0,0,0,0,0,0,0,0,0,511,6.2,5.6,0.7,-,-,-,3156,2848,353,-,-,-,34.5,65.3,-,-,-,-,-,-,8.3,3.4
Plummer Lott,3,0,0,0,0,0,0,0,0,0,67,2.2,1.8,0.6,-,-,-,147,123,43,-,-,-,29.4,58.3,-,-,-,-,-,-,4.1,-1.3
Kevin Loughery,2,0,0,0,0,0,0,0,0,0,755,15.3,3.0,3.7,-,-,-,11575,2254,2803,-,-,-,41.3,80.3,-,-,-,-,-,-,13.7,29.8
Bob Love,4,0,0,3,2,3,0,0,0,0,789,17.6,5.9,1.4,0.2,0.8,-,13895,4653,1123,56,232,-,42.9,80.5,-,-,98,,-1.6,-2.7,14.9,50.4
Kevin Love,5,1,0,5,2,0,0,0,1,0,639,18.3,11.3,2.3,0.5,0.7,1.6,11708,7212,1485,299,448,1031,44.3,82.4,37.0,50.2,106,116,24.8,2.8,21.9,77.0
Stan Love,4,0,0,0,0,0,0,0,0,0,239,6.6,3.9,0.8,0.4,0.5,0.0,1579,929,181,37,44,0,44.0,75.1,-,44.0,97,98,-0.5,-3.6,13.2,5.6
Clyde Lovellette,5,0,1,4,1,0,0,0,0,0,704,17.0,9.5,1.6,-,-,-,11947,6663,1097,-,-,-,44.3,75.7,-,-,-,-,-,-,21.6,70.6
Sidney Lowe,1,0,0,0,0,0,0,0,0,0,193,2.9,1.7,3.9,0.0,1.0,0.0,562,335,749,9,191,4,36.7,76.4,13.3,37.0,108,101,-1.4,-3.7,10.4,3.9
Charlie Lowery,1,0,0,0,0,0,0,0,0,0,20,2.3,1.0,0.7,-,-,-,45,19,14,-,-,-,44.7,61.1,-,-,-,-,-,-,10.5,0.2
Kyle Lowry,1,1,0,4,1,0,0,0,0,0,821,14.4,4.2,6.0,0.3,1.3,1.8,11862,3476,4954,224,1106,1439,42.5,80.4,36.8,50.5,107,115,37.8,3.9,18.6,83.6
Jordan Loyd,1,1,0,0,0,0,0,0,0,0,3,4.0,1.7,0.3,0.0,0.0,0.7,12,5,1,0,0,2,100.0,100.0,100.0,133.3,110,200,0.0,8.5,32.2,0.2
Al Lucas,3,0,0,0,0,0,0,0,0,0,2,1.0,-,1.0,-,-,-,2,,2,-,-,-,33.3,-,-,-,-,-,-,-,-,0.0
Jerry Lucas,5,0,1,7,5,0,0,0,0,0,829,17.0,15.6,3.3,0.3,0.4,-,14053,12942,2732,24,28,-,49.9,78.3,-,-,94,,0.8,-0.1,18.9,98.4
John Lucas,2,0,0,0,0,0,0,0,0,0,928,10.7,2.3,7.0,0.1,1.4,0.4,9951,2151,6454,73,1273,244,44.9,77.6,30.3,46.3,107,108,10.3,-0.4,15.9,53.7
Kalin Lucas,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0.0,-,-,0.0,93,0,0.0,-1.3,-0.7,0.0
Maurice Lucas,4,0,0,5,1,2,0,0,0,0,1021,14.6,9.1,2.4,0.6,0.8,0.0,14857,9306,2498,659,803,9,47.1,76.5,14.3,47.2,102,103,16.7,0.2,16.2,69.0
John Lucas III,1,0,0,0,0,0,0,0,0,0,242,4.7,1.0,1.5,0.0,0.4,0.7,1147,237,362,2,88,163,38.3,76.8,34.4,45.2,108,101,-1.0,-3.4,11.8,3.4
Ted Luckenbill,4,0,0,0,0,0,0,0,0,0,87,2.3,1.9,0.4,-,-,-,196,166,35,-,-,-,36.7,60.4,-,-,-,-,-,-,8.3,0.4
Tyronn Lue,1,0,0,0,0,0,0,0,0,0,554,8.5,1.7,3.1,0.0,0.5,0.8,4710,943,1727,10,286,460,43.7,82.9,39.1,49.4,112,109,-2.5,-2.8,13.2,19.7
Jim Luisi,1,0,0,0,0,0,0,0,0,0,31,2.9,0.8,1.1,-,-,-,89,25,35,-,-,-,32.6,65.9,-,-,-,-,-,-,7.6,0.0
Al Lujack,4,0,0,0,0,0,0,0,0,0,5,0.8,-,0.0,-,-,-,4,,0,-,-,-,12.5,40.0,-,-,-,-,-,-,-,0.0
Phil Lumpkin,1,0,0,0,0,0,0,0,0,0,82,3.3,1.0,2.7,0.0,0.4,-,272,82,225,3,35,-,42.4,81.2,-,-,102,,-1.1,-5.8,10.5,0.7
Ray Lumpp,1,0,0,0,0,0,0,0,0,0,300,8.2,2.2,2.2,-,-,-,2462,391,654,-,-,-,36.6,76.7,-,-,-,-,-,-,12.6,15.5
Timothe Luwawu-Cabarrot,3,1,0,0,0,0,0,0,0,0,138,5.6,1.7,1.0,0.1,0.3,0.8,779,238,133,16,48,108,38.6,82.9,31.8,46.6,111,100,-1.3,-4.4,7.7,1.6
Tyler Lydon,4,1,0,0,0,0,0,0,0,0,12,1.3,0.8,0.2,0.0,0.1,0.3,16,9,2,0,1,3,75.0,50.0,75.0,93.8,111,163,0.1,2.7,18.4,0.2
Trey Lyles,4,1,0,0,0,0,0,0,0,0,256,7.7,4.0,1.0,0.3,0.4,0.9,1968,1026,264,87,100,224,43.3,70.5,34.0,49.8,107,104,-0.3,-2.3,13.2,7.5
R.B. Lynam,1,0,0,0,0,0,0,0,0,0,7,2.4,0.7,0.0,-,-,0.0,17,5,0,-,-,0,29.4,87.5,0.0,29.4,-,-,-,-,-0.2,0.0
George Lynch,2,0,0,0,0,0,0,0,0,0,774,6.6,5.0,1.4,0.3,1.1,0.2,5109,3902,1121,258,817,146,44.6,65.2,30.6,46.2,103,102,11.5,0.6,12.8,32.3
Kevin Lynch,2,0,0,0,0,0,0,0,0,0,95,3.3,1.3,1.1,0.2,0.5,0.0,310,120,108,15,48,3,43.6,72.6,33.3,44.1,112,97,-0.6,-4.0,7.7,0.4
Lonnie Lynn,3,0,0,0,0,0,0,0,0,0,52,5.0,5.0,0.8,-,-,0.0,260,258,43,-,-,0,40.7,48.6,0.0,40.7,-,-,-,-,9.1,0.1
