EFF,PPG,TRPG,APG,BPG,SPG,FG%,FT%,EF%,DRTG,ORTG,VORP,BPM
9.1,2.4,0.8,0.6,0,0,28.6,100,35.7,114,96,0,-6.9
9.9,4.8,1.8,2.5,0.1,0.6,41.9,71.9,42.9,108,94,-5.6,-4.6
11,2.1,1.4,0.2,0.2,0.1,41.2,66.7,41.2,108,90,-0.3,-7.6
12.6,4.1,3.2,0.7,0.6,0.2,51.4,85.7,51.4,110,100,-0.1,-3
7.3,3.6,2.3,1.5,0.3,0.6,35.4,68.8,43.2,106,90,-0.2,-2.8
11.8,6.4,1.4,2,0.1,0.5,39.1,86.4,45.5,107,96,-2.3,-3.2
8.1,4.7,1,1.8,0,0.3,37.3,65.2,41.6,110,88,-1.3,-6.8
19.2,14.5,9.1,1.4,1.5,0.8,53.7,72.1,53.7,102,111,41.5,1.6
12.2,9.1,3.2,2.3,0.2,0.9,44.4,79.4,52.3,109,110,9.1,0.6
15.9,15.3,5.7,2.1,0.4,0.9,48.5,74.4,51,110,105,0.5,-1.7
11.7,9,2.4,2.9,0.2,1.2,42.6,70.8,49.4,108,100,1,-1.4
15.6,9.9,4.1,2.1,0.3,1.4,50.1,75.5,50.1,103,107,11.5,2.2
18.3,15.7,2.7,5.7,0.1,0.9,49.1,75.1,50.8,105,109,26.1,0.7
6.2,5.6,1.3,2.2,0.2,0.5,39.9,76.9,40.1,110,85,-3.6,-6.5
12,4.4,3.6,0.6,0.6,0.4,47,63,47.2,105,104,-0.1,-2
14.9,13,4.6,2.8,0.4,0.9,46.6,70.8,54,108,110,12.2,1.8
4.3,2.6,1.1,0.4,0.3,0.1,34.2,81.8,34.2,107,82,-0.3,-9.2
6.9,1.7,0.7,0.3,0,0,40,50,40,109,90,0,-9
14.3,3,1.7,0.4,0.2,0.5,45.5,77.8,45.5,98,100,0.1,-0.5
4.4,2.3,1.4,1.1,0.1,0.3,32.6,72,39.5,105,86,-0.4,-5.5
12.7,7.1,4.2,1.1,0.5,0.6,45,75.1,51.8,108,112,7.9,0.4
17.1,10.7,4.2,1.8,0.4,1.2,51.7,64.1,52,106,107,11.8,0.9
7.5,2.3,1.1,0.6,0.1,0.4,43.3,51.2,49.2,105,94,-0.1,-2.8
25.4,18.6,4.5,9.7,0.1,2.2,47.1,86.7,51.8,104,123,76.7,7.4
16.3,11.7,8,2,1.5,0.5,49.7,69,49.7,101,105,15.9,0.9
8.3,4.9,1.8,0.9,0.2,0.5,40.4,67.3,46.2,106,95,-3.2,-3.4
16.1,14.3,2,2.9,0.1,1.2,49.8,80.7,50.3,109,113,9,-0.3
12,7.2,1.2,3.6,0.1,0.7,49.9,80.4,52.8,112,117,-2.7,-2.6
8,4,2.9,0.6,0.3,0.4,40.6,68,42.3,110,89,-1.2,-5.5
11.1,5.9,1.8,2.5,0.2,0.7,39.2,79.5,45.8,109,99,-0.6,-3
10.3,3.5,1.2,0.4,0.2,0.3,41,85.9,42.6,110,92,-1.3,-6.6
15.3,11.1,4.3,6.4,0.3,1.3,45.7,62,47.6,109,103,3.9,-0.3
18.9,16.3,3.9,6.7,0.2,1.8,46.6,72.9,49.6,106,111,63,3.3
8.1,3.1,1.9,1.2,0.2,0.3,39.6,42.9,43.2,109,92,-0.2,-4.6
11.9,3.9,2.4,0.2,0.2,0.2,38.6,79.3,44.1,111,98,-1.3,-7
8.9,3.5,3.5,0.6,0.4,0.3,43.2,61.8,43.2,108,94,-0.2,-3.5
12.9,9.7,2.6,2.4,0.2,0.9,42.7,79.9,49.2,108,105,6.1,-0.8
18.6,12.6,6.7,0.7,0.6,0.5,51.8,76,51.8,108,112,2,-0.8
10.9,4.4,3.5,0.5,0.8,0.5,46.4,72.4,46.4,103,100,0.4,-1.4
11.5,4.9,1.2,1.3,0,0.4,41.5,88.6,53.8,109,113,0,-1.8
4.2,2.5,0.5,0.4,0,0.5,26.7,76.9,28.3,105,73,-0.1,-7.2
12.9,3.2,2.4,0.3,0.2,0.2,50,100,50,107,100,-0.1,-6.1
9.8,2.9,2.6,0.4,0.4,0.3,55.6,53.1,55.6,107,103,-0.2,-2.9
13.6,4.7,4.9,0.8,0.7,0.3,51.5,57.7,51.6,103,105,2.3,-1.3
10.7,5.4,5.8,1,1.2,0.3,53,59.4,53,102,99,7,-0.4
15.5,11.9,6,1.5,0.7,0.9,45.9,81.1,49.4,106,115,31.4,1.4
10.3,1.4,1.9,0.1,0.3,0,30,66.7,30,110,104,0,-6.7
0.7,0.5,0.3,0.4,0.1,0.1,15.4,60,15.4,115,68,-0.1,-8.7
12.2,8.6,5,1,0.8,0.6,43.5,63.3,43.5,106,91,-0.2,-3.7
14.3,6.3,1.4,3.1,0,1,45.9,78.3,48.3,108,103,-0.4,-2.2
12.4,6.8,4,0.9,0.9,0.5,48.5,64.8,50.1,109,106,3,-0.7
13.7,14.7,5.1,2.8,0.2,0.7,45.8,72.3,50.8,110,104,12.9,-0.2
14.1,11.2,3.3,1.7,0.3,0.8,45.7,77.8,54.1,108,112,13.8,0.6
10.7,4.1,1.9,0.6,0.1,0.1,37.8,80,50,116,111,-0.1,-3.3
11,6.9,4.8,1,0.7,0.4,48.6,72.5,48.6,107,102,0.4,-1.8
13.3,10.7,3.5,1.5,0.2,0.9,41.8,77.3,49.5,108,107,9.7,0
10.4,4.7,3.9,0.5,0.5,0.4,46.2,67.8,46.2,108,97,-4,-4.2
16.4,15.4,2.3,2.4,0.1,0.9,50.6,84.1,54.4,110,115,5.5,0.8
12.3,2.4,1.4,0,0.1,0.1,43.5,75,51.1,98,85,-0.2,-10.8
13.6,8.7,2,1.4,0.1,0.5,47,83.4,47.5,110,104,-0.6,-2.4
-17.3,0,0,0.3,0,0,0,0,0,114,29,0,-24.3
8.8,3.6,1.1,1,0,0.5,41.6,63.9,41.8,108,93,-0.8,-4.4
7.5,3.2,1.6,0.6,0.2,0.3,40.6,67.8,40.6,100,86,-0.4,-5.3
14.1,11,3.1,2.7,0.3,1.3,44.3,73.8,48.2,105,105,8.6,0.5
14,7.5,2.2,1,0.1,0.5,43.4,83.9,52.6,110,113,5.5,-0.5
19.7,19.7,5.6,3.5,0.6,1.3,44.5,80.6,50,103,109,61.5,3.3
17.7,14.9,2.4,1.9,0.2,0.8,49.3,87.5,50.7,110,116,11.5,-0.1
13.1,3.9,1,1.8,0.1,0.4,45.8,80.6,50.2,112,108,-0.2,-2.8
11.6,8.3,3.1,0.8,0.4,0.7,42.5,66.5,51.4,106,104,3.4,-0.9
14.8,6.8,5,0.9,0.5,0.8,53.5,76.5,53.5,107,117,11.2,0.8
11.6,5.2,2.5,0.8,0.5,0.5,44.4,66.7,46.3,108,105,0,-1.9
7.8,2.9,1.4,0.4,0.1,0.3,53.8,60,53.8,106,94,0,-4.9
4.3,0.5,0.3,1,0,0,0,100,0,118,89,0,-11.2
9.2,1.7,0.9,0.3,0.2,0.1,46.2,100,46.2,109,104,0,-4
18.6,16.1,6.4,5.2,0.8,2,47.3,70.4,50.4,102,108,69.6,4.7
10.1,4.5,3.1,0.9,0.3,0.3,54.6,71.1,54.6,108,102,0,-2
9.1,2.3,1.8,0.2,0.2,0.2,45,54.5,45,101,95,-0.4,-6
9.6,3.8,1.3,1.1,0,0.4,40.5,67.7,44.3,102,93,-0.9,-4.2
3.5,2,1.3,0.2,0.2,0.1,44,100,44,106,82,-0.1,-8.1
10.9,1.9,2.3,0.4,0.2,0.1,51.5,57.1,51.5,111,108,-0.1,-3.5
17.8,8.5,6.3,2,1,0.8,56.7,55.9,56.7,105,113,10,2.3
13.7,4.9,4.5,0.5,0.7,0.4,54.2,54.6,54.2,106,106,0.5,-1.6
8.1,4.2,2.4,0.5,0.2,0.2,43,71.7,43.2,110,94,-1.5,-6.1
-2.8,0.7,1.5,0,0.2,0,0,50,0,100,44,-0.1,-18.8
16.7,5.5,4.3,0.6,0.9,0.4,63.8,59.6,63.9,106,123,2.9,2.4
13.8,4.4,4.6,0.4,0.7,0.6,49.4,70.9,49.4,99,114,5.5,0.6
13.2,7.8,6.7,0.7,0.6,0.5,50.5,53.5,50.6,106,106,2.7,-1.6
9.9,4.8,1.9,0.8,0.1,0.4,42.2,74.4,50.1,108,109,1.1,-1.2
4.7,1.9,0.9,0.3,0.1,0.2,35.6,52.9,36.3,112,88,-0.2,-6.8
6.4,1.9,1.7,0.4,0.3,0.2,40.1,57.3,41.9,107,98,-0.5,-3.2
8.2,1.9,1.1,0.3,0.1,0.1,40.5,75,40.5,110,88,-0.3,-7.4
12.6,6.8,5.2,1.2,1.1,0.5,48.3,77.9,48.4,106,109,7.1,-0.2
11.1,8.6,3.7,1.2,0.1,0.9,38.9,66.7,38.9,109,94,-0.8,-4.6
15.6,11.6,1.8,8.1,0.1,1.4,48.3,73.7,48.3,103,103,3.7,-1.2
15.6,10.6,4.9,1.4,0.4,1.2,48.7,78.8,56.1,107,117,10.2,2.1
17.2,12.2,3,5.6,0.1,1.2,46.3,83.6,51.8,107,115,35.9,2
16.5,9.3,5.8,1.1,0.3,0.5,46,73.3,49.9,108,105,0.1,-1.9
18.3,17.8,7.1,1.3,2,0.7,43.7,80.4,48.8,107,105,2.8,-0.1
12.4,8.6,4.7,1.6,0.3,1.1,41,82,49.5,104,108,18.8,1.2
8.9,3.2,0.7,0.2,0,0.2,33.5,79.5,36.6,106,87,-0.7,-8.6
11.8,6.5,4.5,0.7,0.3,0.4,47.9,69.4,47.9,105,99,-4.4,-3.5
16.8,6.2,3.8,0.3,0.3,0.3,51.5,68.2,51.5,103,115,-0.2,-2.3
16.7,16.3,7.6,2.2,0.3,0.5,47.2,72.5,47.4,108,98,-1.1,-3.2
17.9,6.8,4.2,0.8,0.4,0.7,53.9,74.4,56.3,106,122,4.1,1.5
9.2,3.9,2.9,0.5,0.2,0.2,43.8,74.3,44.1,108,96,-3.4,-5.4
9,7.6,4,1.6,0.2,0.8,36.8,66.7,41.1,111,94,-0.1,-3.9
11.9,6.6,2,1.1,0.2,0.6,43.1,79.9,49.8,108,104,0.3,-1.7
-8.3,0.7,1,0,0,0,0,100,0,115,56,-0.1,-18.4
11.3,3.4,2.1,0.4,0.2,0.2,47.7,59.3,53.5,113,114,-0.1,-2.7
15.5,10.6,3.9,5.1,0.6,1.4,48.5,74.9,49.1,104,108,22,2.4
9.9,3.2,1.5,2.9,0.1,0.8,34.1,63,38.8,106,91,-1,-4
5.3,1.8,1.2,2,0,0.3,29,55.6,29,110,78,-0.2,-8.2
13.8,9,4.5,2.1,0.6,0.9,43.7,77.8,48,110,105,4.6,0.7
12.2,5.8,1.4,2.2,0,0.5,38,74.2,45.6,108,100,-0.4,-2.4
13.3,5.9,1.6,3,0,0.7,42.6,82.4,52.1,109,107,1.6,-1.1
19.6,15.2,2.6,6.7,0.1,1.2,47.2,90.4,53,109,116,22.7,2.2
9.1,3.7,1.2,1.8,0.1,0.8,37.3,73.8,43.4,108,95,-1.1,-2.6
12.3,3.5,1.9,2.8,0,1,42.5,87.2,55.4,107,115,2.6,0.3
13.7,11.1,4.3,2.4,0.5,0.6,45.5,75.6,48.3,108,108,16.6,0.1
8.2,3.6,1,1.6,0.1,0.4,39.9,79,41.3,113,98,-1,-5.6
10.6,3.3,1.5,1.2,0.2,0.5,41.9,71.2,44.4,107,93,-0.5,-3.4
7.7,2,0.8,0.8,0,0.3,32.1,78.3,38.2,103,92,-0.1,-3.1
12,3.9,6.2,0.4,1.4,0.3,55.2,55.7,55.2,104,106,3.3,-0.9
9.2,2.1,1,0.3,0.3,0.3,44.4,33.3,44.4,105,76,-0.1,-8.9
4.5,6,1.7,1.1,0.2,0.2,32.7,86.7,38.8,115,86,-0.4,-7.9
2.5,1.3,1.2,0.1,0.7,0.1,21.2,66.7,24.2,103,64,-0.2,-7.1
9.2,1.8,0.9,0.6,0.2,0.1,43.8,40,51.6,111,87,-0.1,-5.7
12.2,4.5,1.1,1.9,0,0.4,39.9,80.9,48.3,111,109,-0.9,-3
8.4,3.4,1.6,0.6,0.2,0.3,41.4,67.7,44.3,109,96,-0.7,-3.7
16.6,4.9,4,0.9,0.3,0.3,57.1,79.1,57.1,109,112,0.1,-1.3
11.3,3.6,0.8,1.7,0.1,0.5,50.7,45.8,51.8,103,91,-0.3,-3.4
17.4,16.7,8.4,1.6,1.3,0.9,49.7,73.5,49.7,107,105,2.3,-0.7
12.7,8,3.8,1.4,0.4,0.7,41.5,75.8,50.9,107,104,7.7,-0.1
-0.9,1.7,2.4,0.5,0.2,0.1,30.8,62.5,30.8,109,65,-0.3,-9.4
14.7,3.6,2.1,0.4,0.2,0.2,53,82.5,53,113,115,-0.1,-2.9
8.2,3.5,1.5,0.7,0,0.3,42.3,62.6,42.3,110,99,-0.3,-3.4
8.4,1.9,0.4,0.8,0,0.1,37.9,80.6,42.2,109,96,-0.3,-7.1
13.1,5.2,5.6,1.1,0.5,0.9,53.4,68.9,53.4,104,109,14,1.4
8.2,1.8,0.7,0,0.2,0,50,50,50,109,80,-0.1,-18.3
11.6,2.6,1.3,0.4,0.1,0.2,44.3,72.2,45.3,111,103,-0.4,-3.6
13.6,5.4,1.1,1.4,0.1,0.4,40.2,91.2,49.1,114,115,-0.1,-2.8
17.2,14.3,8.9,2.6,0.5,0.6,50.1,71.5,51,109,107,2.5,-0.7
16.5,7.1,4.3,0.7,0.9,0.6,45.3,74,46,106,101,-0.1,-2.1
12.6,2.3,2.5,0.2,0.3,0.3,44.9,54.4,45.1,104,102,-0.4,-3.3
19.3,16.6,9.1,1.8,0.3,0.7,47.1,76.4,47.8,106,106,13.6,-0.4
4,2.2,1.2,0.7,0,0.3,36.8,46.4,36.8,108,75,-0.2,-7.3
14.8,11.4,1.9,5.2,0.1,1,45.4,78.2,45.6,109,104,-1.3,-2.4
13.3,9.6,5.7,0.9,0.9,0.4,47.2,76.7,47.3,109,106,-3.1,-3.1
0.9,5.8,1,3.6,0.6,1.2,28.6,44.4,29.8,111,67,-0.3,-10.7
14.3,7.2,5.7,0.6,2.4,0.5,49.6,71,49.6,101,106,15.1,0.9
-1.2,1.6,0.2,0.6,0,0.2,42.9,50,50,113,60,-0.1,-16
5.8,1.5,1.1,1,0.1,0.3,35,60,35,105,80,-0.2,-5.3
10,6.2,1.5,0.9,0.1,0.4,38.6,76.4,47.9,109,99,-0.3,-3.5
14.4,7.4,8.9,2.2,1,0.8,52.4,58.8,52.4,96,101,15.5,1.8
10,3.2,2.2,0.7,0.4,0.4,42.8,62.9,42.9,107,88,-0.5,-4.2
9.5,4.2,2.8,0.4,0.5,0.1,44.4,47.1,44.4,106,85,-0.3,-7.1
14.1,5.9,3.2,0.4,0.7,0.3,52.7,79.2,52.7,102,107,-0.4,-2.5
11.7,5.9,1.8,1.8,0,0.4,42.6,88.7,50.6,108,106,-0.2,-2.2
19.5,19,3.8,2.1,0.1,0.9,44.7,83.8,50.3,111,113,14.9,0.9
15,12.6,2,2,0.1,0.5,44.8,89.1,55.2,110,116,10.3,0
11,6.5,2.1,1,0.3,0.4,42.3,65.5,42.3,104,92,-0.5,-3.8
4.6,2.6,1.6,0.5,0.1,0.4,28.9,66.7,36.2,112,80,-0.3,-6.7
8,3.5,1.4,0.5,0.1,0.2,40.4,75.2,40.4,109,94,-1.4,-5.9
18,4.9,3.8,0.3,0.7,0.2,59.2,56.1,59.4,106,121,0.5,-0.9
13.8,12.5,6.9,1.6,0.8,0.5,47.5,70.3,47.5,109,101,-1.8,-2.6
13.1,7.8,2.1,3.2,0.1,0.8,41.6,74.4,48.2,110,105,0.6,-1.6
6.2,3.2,1,1.2,0.1,0.6,45.4,56.4,45.4,109,83,-0.5,-5
11.8,3.6,2.9,0.4,0.7,0.5,53,65.8,53,101,108,2.4,-0.2
11.9,8.5,5,1,0.4,0.8,47.2,71.6,47.2,107,102,-0.2,-2
13.1,11.4,4.5,2.7,0.4,1.1,45.8,73.2,46.3,108,104,13,0
3.9,1.2,2.4,0.3,0.3,0.2,34.2,28.6,34.2,104,76,-0.4,-6.4
11.6,4,1.8,0.3,0.8,0,62.5,75,62.5,115,108,0,-5.4
6.5,2.9,1.2,1.5,0.1,0.4,33,67.4,37.5,105,84,-0.4,-5.5
10.6,1.5,0.7,0.2,0.1,0.2,33.9,88.9,37.3,103,96,-0.1,-4.7
11.6,4.9,1.3,1,0,0.5,41.4,81.6,47.8,112,103,-0.9,-3.6
11.6,6.2,4,1.4,0.2,0.4,48.6,71.7,48.7,105,106,0.2,-1.9
15,9.1,3,2,0.6,1.1,41.8,74.9,42.2,108,101,3.5,-0.3
6.7,5.3,1.2,1.7,0.2,1,34.7,62,35.1,109,83,-1.4,-6.6
16.2,18.3,4.4,2.1,0.3,1,45.6,84.6,50.8,109,112,22.1,0.5
3.8,2.7,1.5,0.6,0.1,0.4,26.9,69.2,32.7,105,76,-0.2,-7.3
7.5,1.9,2.8,0.4,0.2,0.3,48.3,60.5,48.3,109,100,-0.3,-3.5
11.1,7,2.4,2.5,0.2,0.6,46.3,77,46.5,107,102,0.6,-1.8
16.3,17.1,5,2.7,0.4,1.2,43.8,70.7,50.2,108,107,24.4,1.3
4.5,1.9,0.6,0.1,0,0.1,33.3,62.5,40.9,110,82,-0.5,-10.5
12.7,11.5,3.2,2.6,0.7,1.2,42.8,80.5,50.6,107,107,4.7,0.8
6.2,2.9,1,0.4,0,0.2,36.1,77.3,43.4,113,92,-0.7,-6.8
16.9,14.8,5.5,7,0.4,2.6,45.7,69,46.5,103,101,25.9,3.5
10.3,2.7,0.7,0.2,0,0,38.5,66.7,46.2,114,98,-0.1,-8.4
14.9,11.1,2.8,6.5,0.2,1.3,44.4,65.2,47,112,106,5.5,-0.9
12.9,10.3,4.7,1.5,0.2,0.8,39.7,71.8,47.6,108,104,8.9,-0.3
17.6,21,3.9,3.5,0.3,1.2,45.5,85,49.7,110,110,25,0.9
14.7,16.7,3.8,2.7,0.2,0.7,44.3,81.2,48.4,110,102,3.6,-1.2
13.9,9.3,2.3,4.5,0.2,1,43.1,86.2,47.4,111,108,5.8,-0.9
12.5,3.1,2.6,0.3,0.7,0.3,45.6,70.4,45.6,104,98,-0.5,-3
11.5,4.8,1.2,0.9,0.1,0.4,38.9,73.5,38.9,96,98,-0.1,-6.7
9.3,1.4,0.9,0.1,0,0.1,38.7,64,38.7,107,94,-0.1,-7.1
10.4,9.3,2.1,2.4,0.2,0.7,41.8,64.4,48,112,101,-2,-2.8
9.7,3.4,1.3,2.5,0.1,0.5,39.8,79.4,40,109,90,-1,-5.2
16.6,10.9,3,5.7,0.4,1.8,44.4,78.4,46.9,105,112,30.3,3.1
18,13.1,10.5,1.7,0.5,0.5,46.6,81.8,47.1,106,109,1.7,0
9.8,4.6,4,0.9,0.7,0.9,48.2,46.7,52.8,106,110,4.4,0.6
11.5,4.1,0.8,0.5,0,0.4,40,90,50.2,110,101,-0.3,-4
10.7,7.8,3.9,1.2,0.1,0.4,41.2,69.9,41.2,105,96,-2.2,-4.3
13,6.6,1.3,2.3,0.1,0.4,41.1,90.8,47.1,111,106,-1.4,-3.1
12.6,7.3,2.8,1.2,0.3,0.5,50.2,79.6,50.8,110,109,1.7,-1.6
13.5,3.8,3.6,0.4,0.2,0.5,45.2,68.8,45.2,109,114,0.2,-1.4
12.3,8.3,3.9,1.3,0.1,0.4,43.3,77.3,43.4,105,101,-0.6,-2.5
13.6,8.5,5.2,0.6,1.3,0.4,49.9,51.4,49.9,106,100,-1.9,-3.3
17,14,5.2,5,0.4,2.7,47.7,74.3,49,106,106,37.3,4
2.6,5,0,0,0,0,33.3,100,33.3,112,87,0,-8.4
12.8,7.6,4.7,1.2,0.2,0.4,50.1,65,50.1,104,102,1.1,-1.5
11,4.5,2.5,1,0.1,0.9,41.7,78.6,42.2,105,97,0,-2
9.3,4.6,1.5,1.4,0.2,0.6,37.6,57.1,45.8,111,93,-0.6,-4.1
17,17.2,8.3,2,0.7,1,46.8,72.2,46.9,105,100,4.3,-1.1
14.5,14.2,4.6,2.2,1,1,43.8,68.9,47.5,103,103,28.7,0.7
26.2,21.1,10.6,2.5,3,1.4,51.8,73.6,51.9,96,116,80.9,7.4
21.3,4,3.7,0.3,0.3,1,50,66.7,50,102,125,0,-0.4
14,7,2.7,0.9,0.3,0.8,50.7,73.9,50.9,104,104,0.5,-1.6
17.5,14,2.5,3,0,0.5,45.6,84.6,45.7,109,104,0,-2.1
17.5,20.7,6.1,2.7,0.6,1.2,45.9,82,48.5,107,102,10.3,-0.4
10.5,4.5,2.2,0.6,0.2,0.4,43.6,72.7,49.9,109,107,-0.4,-2.5
13.7,3.8,1.2,0.6,0.2,0.4,46.3,70,46.3,105,104,-0.1,-3.3
11.2,7.6,1.7,1.9,0.2,0.5,39.4,66.6,47,109,99,-1.2,-2.7
10.3,4.5,1.9,0.9,0,0.6,38.4,66.7,44.7,107,96,-0.1,-2.4
16.9,4.7,3.9,0.6,1.8,0.7,64,53.1,64,109,129,0.8,4.8
15.6,11,2.3,3,0.1,0.9,42.3,79.6,49.3,110,108,7.8,0.2
14.1,2.9,0.5,0.6,0.1,0.1,36.1,66.7,36.6,109,96,-0.2,-6.5
10.8,6.1,4.3,0.7,0.1,0.3,44.4,67.1,44.4,108,97,-0.8,-4.6
12.9,7.6,1.8,3.5,0.2,0.9,43.2,61.1,45.6,108,98,-0.3,-2.2
14,4.9,4.8,0.6,0.4,0.5,47,50.5,47,105,97,-1.3,-3.2
14.9,15.5,9.4,1.7,0.7,0.7,48.3,66.2,48.3,100,100,7.9,-0.8
11.5,7.9,3.6,1.4,0.3,0.6,46,72.9,46,106,98,-0.3,-2.8
10.8,8.6,1.8,2.9,0.2,1.1,41.3,85.1,41.3,108,91,-0.5,-4.2
14.9,10.5,6.1,1.1,0.2,1.1,48.2,74.9,48.2,101,102,3.2,-0.9
16.6,11.4,6.6,1.8,0.5,0.5,46.4,79.8,46.4,105,113,12.3,0
12.6,11.2,1.5,3.9,0.1,0.7,46.9,79.2,49,109,108,-1.3,-2.7
14.6,7.3,13.1,1.8,0.6,0.7,52.1,58.4,52.9,100,114,36.5,3
12.4,4.9,1.5,3.4,0,0.6,40.9,73.9,47.1,111,100,-1.6,-3.2
7.7,2,1.4,0.3,0.1,0.2,33.3,64.7,35.1,107,88,-0.5,-5.7
15.4,7.4,4.3,0.6,0.8,0.4,53.6,56.2,54.5,109,109,0.2,-1.8
16.2,7.6,5.3,0.8,0.3,0.7,48.4,70.8,48.4,103,104,0,-2.1
9.7,3.6,1.5,0.4,0.2,0.2,47.2,67.9,47.2,112,100,-0.5,-5.2
14.4,10.9,4.5,2,0.5,1,45.1,69,49.4,104,102,13.8,0.5
12.1,4.8,3.5,0.4,1.5,0.2,48.3,53.2,48.4,109,98,-0.7,-3.3
13.6,5.4,5.8,0.6,2.2,0.4,52.2,70,52.2,100,110,24.3,2
13,5.9,1.3,3.5,0.1,0.8,46.4,74.9,47,109,106,-1,-2.8
16.4,10.4,4.8,8.5,0.1,1.7,46.3,60.4,48.3,103,104,22.5,1.6
12,6.2,3.8,0.8,0.7,0.3,45.9,69.9,45.9,109,102,-2.7,-2.8
18,18.9,3.5,5.7,0.4,0.8,45.3,82.3,47.7,109,106,10.6,0.4
15.3,14.3,3.5,3.8,0.3,0.8,44.3,80.1,47.7,108,103,11.9,-0.3
13.4,6.2,4.1,0.8,0.4,0.6,43.7,74.3,43.8,100,99,2,-1.4
7.8,4.1,2.1,0.9,0.3,0.6,41.9,71.1,43.2,109,99,-1.2,-2.6
12.1,9.9,2.7,1,0.3,0.8,42.3,80,51.8,109,105,2.7,-1
8.2,1.9,2.9,0.5,0.3,0.2,43,50,43,108,100,-0.2,-3.7
10.3,4.7,1.3,1.2,0.1,0.5,37.5,73,39.3,108,96,-1,-4.2
17.9,14.3,9.2,2,1.4,0.9,48.2,73.5,48.3,101,106,25.8,2.2
22.2,1.7,0.1,0.1,0,0.6,44.4,75,50,94,94,0,3
13.8,2.5,1.5,0.2,0.1,0,41.7,84.4,41.7,111,114,-0.1,-4.6
7,1.5,0.5,0.5,0,0,33.3,50,33.3,108,99,0,-7.6
14.5,5.6,3.3,0.6,0.3,0.4,45.5,81.8,45.8,110,113,0,-2.1
20,18.8,4.3,4.7,0.2,1,45.9,80,49.2,110,115,15.2,3.2
12.8,6.3,2.8,1,0.2,0.5,47.3,77,47.3,109,113,0.7,-1.7
11.9,4.8,5.2,0.6,0.7,0.5,49.6,46.5,49.8,108,103,-0.1,-2.1
12.6,7.4,3.5,2.2,0.2,0.7,37.7,77.2,45.9,105,104,1.7,-0.4
15.8,11,4.2,7.8,0.1,2,38.6,83.6,43.1,106,105,11.7,1.2
9.8,3.4,0.8,2.2,0,0.3,41.3,76.1,44.2,109,95,-1.9,-5.3
7.4,3.3,0.6,0.6,0,0.2,42.4,77.4,55.2,111,102,-0.5,-3.3
8.5,1.7,3.9,0.6,0.5,0.5,40.7,45.9,40.7,105,98,1.2,-1.2
14.9,9.2,1.4,2.9,0,0.5,41.1,79.5,49.5,115,103,-0.4,-2.8
13.6,4.2,3,0.5,0.1,0.1,47.1,68.8,47.1,100,142,-0.2,-7.4
18.7,17.4,10.2,3,0.8,0.8,56.4,71.8,56.4,102,109,15.4,3.5
2.4,1.1,0.9,0.4,0.3,0,33.3,40,33.3,111,78,0,-7.6
9.9,6.8,2.9,1,0.5,0.5,42.6,70.6,51.8,109,102,0.7,-1.7
9.2,6.4,1.7,1,0.2,0.4,40,70.3,46.6,109,94,-3.2,-4.1
12.6,7.9,3.5,1.3,0.2,1,43.1,75,49.6,103,109,18.5,1.7
16.3,15.8,4.8,3,0.2,1,45.9,77.2,46.2,104,104,11.1,0.6
14.7,15,3.6,4.6,0.2,1.1,41,75.6,48.2,112,99,1.9,-0.8
7.5,3,1.2,2.3,0.1,0.4,39.3,80,39.9,109,87,-1.8,-6.1
7.2,3,0.9,2.1,0,0.6,34.7,63.6,36.8,107,82,-0.4,-6.8
21.2,12,7.3,2.1,1.1,0.8,50,78.6,51.7,97,112,16.6,3.8
14.6,9.6,6.3,1.8,0.4,0.5,49.9,73.3,52.3,106,107,1.1,-1
10.8,4.2,3.1,0.7,0.6,0.3,43.6,67.1,43.6,110,101,-0.8,-3.1
12.8,7,4.5,1.2,1.3,0.6,50.6,71.4,50.6,104,111,15.6,1.7
12.1,9.3,2.9,2.4,0.3,0.8,43.1,79.9,48.3,109,105,5.8,-1
6.1,1.1,1.2,0.3,0.6,0.1,28.3,66.7,28.3,106,75,-0.2,-6
10,1.4,1.6,0.1,0.4,0,38.9,46.2,38.9,105,97,-0.3,-6.5
7.1,1,1.4,0,0.5,0.2,25,44.4,25,102,71,-0.2,-9.2
9.5,5.1,2.6,0.8,0.5,0.4,44.4,65.9,47.7,108,96,-1.6,-4.4
13,2,3.4,0.4,0.4,0.1,49.1,53.7,49.1,102,106,0,-2.1
16,15.4,8.8,2.3,1.6,0.9,48.6,66.1,48.7,104,99,6.8,0
10.8,5.9,3.4,0.4,0.4,0.3,44.5,65.3,44.5,110,97,-1.7,-5.9
12.3,0.5,0.6,1.3,0,0.4,27.3,100,27.3,97,97,0,-2.4
13.6,5.1,1.9,1,0.1,0.5,43,82.2,43,103,93,-0.3,-3.5
7.1,2,1.9,0.5,0.2,0.3,39.5,60.9,39.5,109,87,-0.4,-5.2
15.4,6.4,5.7,0.7,1.8,0.6,48,55.3,48,99,101,3,0.6
10.5,2.6,1.4,0.2,0,0.3,48.5,70,51.5,97,96,-0.1,-4.2
11.9,8,3,1.4,0.3,0.7,48.2,76.9,48.4,109,104,0.3,-1.9
9.3,3.4,2.1,0.3,0.4,0.3,46.9,68.5,46.9,102,97,-0.5,-3.4
7.7,2.9,2.3,0.2,0.1,0.2,47.1,41.2,47.1,108,92,-0.4,-6.8
