Name,Pos,Active,HoF,All_Star,All_Nba,All_Def,Score_Champ,Assit_Champ,Trb_Champ,MVP,GP,PPG,TRPG,APG,BPG,SPG,3PG,FG%,FT%,3P%,EF%,EFF,Win_Shares
Shellie McMillon,4,0,0,0,0,0,0,0,0,0,263,9.1,6.0,0.9,-,-,-,43.4,63.4,-,-,13.8,8.1
Mal McMullen,0,0,0,0,0,0,0,0,0,109,4.8,2.5,1.1,-,-,-,30.6,56.1,-,-,-,-0.5
Chet McNabb,0,0,0,0,0,0,0,0,0,2,0.0,-,0.0,-,-,-,0.0,-,-,-,-,0.0
Mark McNamara,5,0,0,0,0,0,0,0,0,0,278,3.5,3.0,0.3,0.1,0.1,0.0,51.2,54.8,-,51.2,10.8,2.8
Joe McNamee,3,0,0,0,0,0,0,0,0,0,118,2.4,2.0,0.5,-,-,-,29.8,62.0,-,-,-,-0.5
Jerel McNeal,1,0,0,0,0,0,0,0,0,0,6,1.5,0.5,0.3,0.2,0.5,0.2,27.3,100.0,50.0,31.8,1.2,-0.1
Chris McNealy,4,0,0,0,0,0,0,0,0,0,108,4.3,4.6,1.0,0.3,0.8,0.0,45.6,65.8,-,45.6,10.3,2.6
Bob McNeill,1,0,0,0,0,0,0,0,0,0,125,4.6,1.4,2.6,-,-,-,39.4,81.9,-,-,10.5,1.9
Larry McNeill,4,0,0,0,0,0,0,0,0,0,297,8.5,4.8,0.8,0.3,0.6,-,46.6,77.9,-,-,16.7,13.4
Carl McNulty,2,0,0,0,0,0,0,0,0,0,1,2.0,0.0,0.0,-,-,-,16.7,-,-,-,-9.7,-0.1
Paul McPherson,1,0,0,0,0,0,0,0,0,0,55,4.8,1.4,0.7,0.1,0.5,0.0,50.5,72.4,16.7,50.9,13.6,0.9
Roy McPipe,2,0,0,0,0,0,0,0,0,0,5,4.2,1.0,0.2,0.0,0.2,0.4,33.3,75.0,50.0,37.5,-0.8,-0.2
Cozell McQueen,4,0,0,0,0,0,0,0,0,0,3,2.0,2.7,0.0,0.3,0.0,0.0,100.0,-,-,100.0,58.3,0.1
Jordan McRae,2,1,0,0,0,0,0,0,0,0,63,4.2,1.0,0.7,0.1,0.2,0.4,39.6,77.4,37.3,45.5,10.8,0.4
Thales McReynolds,0,0,0,0,0,0,0,0,0,5,0.6,1.2,0.2,-,-,-,8.3,50.0,-,-,-3.3,-0.2
Josh McRoberts,4,0,0,0,0,0,0,0,0,0,433,5.4,3.9,2.1,0.4,0.5,0.5,46.3,70.5,34.0,51.3,13.2,18.5
Eric McWilliams,4,0,0,0,0,0,0,0,0,0,44,2.0,1.4,0.1,-,-,-,34.7,48.6,-,-,5.9,-0.4
George Mearns,0,0,0,0,0,0,0,0,0,81,5.5,-,0.6,-,-,-,25.5,68.4,-,-,-,1.1
Stanislav Medvedenko,4,0,0,0,0,0,0,0,0,0,263,5.3,2.8,0.5,0.2,0.3,0.0,45.0,74.0,15.4,45.1,13.3,6.0
Darnell Mee,2,0,0,0,0,0,0,0,0,0,40,1.9,0.9,0.5,0.3,0.4,0.2,31.2,44.4,22.2,34.4,6.5,-0.1
Jodie Meeks,2,0,0,0,0,0,0,0,0,0,531,9.3,2.1,1.1,0.1,0.8,1.4,41.8,87.9,37.2,51.6,12.8,24.0
Cliff Meely,4,0,0,0,0,0,0,0,0,0,318,8.4,5.4,1.3,0.7,0.6,-,41.7,67.5,-,-,12.3,4.6
Scott Meents,4,0,0,0,0,0,0,0,0,0,39,1.8,1.0,0.4,0.2,0.3,0.0,36.1,70.4,100.0,36.8,11.2,0.1
Dick Mehen,4,0,0,0,0,0,0,0,0,0,193,10.7,3.9,2.5,-,-,-,38.1,70.9,-,-,10.6,8.1
Monk Meineke,4,0,0,0,0,0,0,0,0,0,343,6.8,4.7,1.3,-,-,-,36.7,75.6,-,-,13.4,14.9
Carl Meinhold,0,0,0,0,0,0,0,0,0,98,5.3,-,0.6,-,-,-,31.6,62.8,-,-,-,1.7
Salah Mejri,5,1,0,0,0,0,0,0,0,0,177,3.2,3.9,0.4,0.9,0.4,0.0,63.6,59.3,11.1,63.8,16.2,7.1
Gal Mekel,1,0,0,0,0,0,0,0,0,0,35,2.3,0.8,2.2,0.0,0.2,0.1,31.1,66.7,21.7,33.5,4.8,-0.7
Bill Melchionni,1,0,0,3,0,0,0,0,0,0,646,10.6,2.0,5.0,0.1,0.9,0.1,45.9,80.9,23.6,46.2,13.8,28.8
Gary Melchionni,2,0,0,0,0,0,0,0,0,0,137,7.8,2.4,2.2,0.2,0.6,-,44.4,83.1,-,-,12.6,3.9
Fab Melo,5,0,0,0,0,0,0,0,0,0,6,1.2,0.5,0.0,0.3,0.3,0.0,50.0,25.0,-,50.0,4.9,0.0
De'Anthony Melton,1,1,0,0,0,0,0,0,0,0,11,7.5,2.8,3.0,0.1,1.1,1.1,40.2,83.3,34.3,47.6,12.1,0.0
Ed Melvin,0,0,0,0,0,0,0,0,0,57,4.9,-,0.6,-,-,-,26.3,65.4,-,-,-,0.7
Dean Meminger,2,0,0,0,0,0,0,0,0,0,416,6.1,2.6,2.5,0.1,0.9,-,47.5,62.7,-,-,12.1,16.6
Chuck Mencel,1,0,0,0,0,0,0,0,0,0,141,7.0,2.5,2.4,-,-,-,34.1,76.5,-,-,11.7,1.9
John Mengelt,2,0,0,0,0,0,0,0,0,0,636,9.8,1.9,2.1,0.1,0.7,0.0,47.9,80.9,0.0,47.9,14.6,27.9
Ken Menke,0,0,0,0,0,0,0,0,0,6,2.5,-,1.2,-,-,-,35.3,37.5,-,-,-,0.0
Pops Mensah-Bonsu,4,0,0,0,0,0,0,0,0,0,61,3.0,3.0,0.2,0.2,0.2,0.0,41.0,58.9,0.0,41.0,12.4,0.4
Dewitt Menyard,5,0,0,1,0,0,0,0,0,0,71,9.1,7.8,1.2,-,-,0.0,37.0,66.5,-,37.0,12.0,1.1
Ron Mercer,2,0,0,0,0,0,0,0,0,0,432,13.6,3.1,2.1,0.3,1.1,0.1,42.9,80.8,25.0,43.4,12.5,9.4
Joe Meriweather,5,0,0,0,0,0,0,0,0,0,670,8.1,5.6,0.9,1.2,0.5,0.0,51.1,68.7,33.3,51.1,12.7,27.6
Porter Meriwether,1,0,0,0,0,0,0,0,0,0,31,3.8,0.9,1.4,-,-,-,39.3,69.7,-,-,12.4,0.2
Tom Meschery,3,0,0,1,0,0,0,0,0,0,778,12.7,8.6,1.7,-,-,-,44.1,74.5,-,-,13.1,43.6
Chimezie Metu,4,1,0,0,0,0,0,0,0,0,17,2.4,1.4,0.6,0.1,0.2,0.0,42.1,81.8,0.0,42.1,13.7,0.0
Bill Meyer,0,0,0,0,0,0,0,0,0,7,3.1,0.7,0.1,-,-,0.0,45.5,100.0,-,45.5,11.8,0.1
Loren Meyer,5,0,0,0,0,0,0,0,0,0,140,4.6,3.4,0.6,0.4,0.2,0.1,43.2,69.6,34.8,43.9,8.5,0.5
Dave Meyers,4,0,0,0,0,0,0,0,0,0,281,11.2,6.3,2.3,0.5,1.0,0.0,46.1,67.6,20.0,46.1,14.1,13.4
Stan Miasek,4,0,0,0,2,0,0,0,0,0,365,10.6,7.6,1.4,-,-,-,33.0,62.8,-,-,15.4,31.2
Larry Micheaux,4,0,0,0,0,0,0,0,0,0,96,3.4,2.7,0.5,0.3,0.4,0.0,56.7,61.0,0.0,56.7,15.3,2.5
Jordan Mickey,4,0,0,0,0,0,0,0,0,0,64,2.4,2.0,0.3,0.4,0.1,0.0,44.9,60.5,11.8,45.7,11.0,0.5
Khris Middleton,3,1,0,0,0,0,0,0,0,0,404,15.3,4.2,3.1,0.2,1.3,1.6,45.2,87.6,39.1,51.7,15.5,26.9
Red Mihalik,0,0,0,0,0,0,0,0,0,7,0.9,-,0.0,-,-,-,33.3,-,-,-,-,0.0
Chris Mihm,5,0,0,0,0,0,0,0,0,0,436,7.5,5.3,0.5,1.0,0.3,0.0,45.9,70.4,23.1,45.9,13.4,13.3
Ed Mikan,5,0,0,0,0,0,0,0,0,0,323,6.7,5.5,0.9,-,-,-,32.0,75.6,-,-,10.6,3.6
George Mikan,5,0,1,4,0,0,3,0,1,0,439,23.1,13.4,2.8,-,-,-,40.4,78.2,-,-,27.0,108.7
Larry Mikan,3,0,0,0,0,0,0,0,0,0,53,3.0,2.6,0.8,-,-,-,33.3,61.8,-,-,8.4,-0.8
Vern Mikkelsen,4,0,1,6,4,0,0,0,0,0,699,14.4,9.4,2.2,-,-,-,40.3,76.6,-,-,18.6,83.4
Al Miksis,5,0,0,0,0,0,0,0,0,0,8,3.4,-,0.5,-,-,-,23.8,81.0,-,-,-,0.1
Aaron Miles,1,0,0,0,0,0,0,0,0,0,19,0.8,0.7,1.3,0.1,0.2,0.0,33.3,100.0,-,33.3,6.0,0.0
C.J. Miles,1,1,0,0,0,0,0,0,0,0,809,9.7,2.4,1.1,0.3,0.7,1.5,41.2,80.8,35.9,50.1,13.2,29.4
Darius Miles,3,0,0,0,0,0,0,0,0,0,446,10.1,4.9,1.9,1.1,0.9,0.0,47.2,59.0,16.8,47.4,13.9,9.5
Eddie Miles,1,0,0,1,0,0,0,0,0,0,605,13.4,3.1,2.0,-,-,-,44.0,74.7,-,-,13.7,24.4
Marko Milic,3,0,0,0,0,0,0,0,0,0,44,2.5,0.7,0.3,0.0,0.3,0.1,56.0,64.7,42.9,57.7,14.9,0.2
Darko Milicic,5,0,0,0,0,0,0,0,0,0,468,6.0,4.2,0.9,1.3,0.4,0.0,46.0,57.4,0.0,46.0,12.3,7.1
Nat Militzok,0,0,0,0,0,0,0,0,0,57,4.3,-,0.7,-,-,-,26.2,57.1,-,-,-,1.7
Andre Miller,2,0,0,0,0,0,0,1,0,0,1304,12.5,3.7,6.5,0.2,1.2,0.1,46.1,80.7,21.7,46.8,17.4,100.8
Anthony Miller,4,0,0,0,0,0,0,0,0,0,181,2.8,2.7,0.4,0.1,0.3,0.0,51.0,57.6,25.0,51.3,13.6,3.8
Bill Miller,0,0,0,0,0,0,0,0,0,28,1.9,-,0.7,-,-,-,29.2,55.0,-,-,-,0.0
Bob Miller,4,0,0,0,0,0,0,0,0,0,2,2.0,2.5,0.5,0.5,0.0,0.0,66.7,-,-,66.7,25.0,0.1
Brad Miller,4,0,0,2,0,0,0,0,0,0,868,11.2,7.1,2.8,0.7,0.7,0.2,48.0,80.4,33.0,49.4,17.5,76.5
Darius Miller,3,1,0,0,0,0,0,0,0,0,210,5.3,1.6,1.1,0.2,0.4,1.1,43.4,85.2,39.2,56.4,8.5,4.9
Dick Miller,3,0,0,0,0,0,0,0,0,0,8,1.0,0.9,0.6,0.0,0.5,0.0,44.4,-,0.0,44.4,3.3,-0.1
Eddie Miller,5,0,0,0,0,0,0,0,0,0,142,10.2,8.5,1.5,-,-,-,37.4,69.2,-,-,18.1,5.1
Harry Miller,0,0,0,0,0,0,0,0,0,53,2.9,-,0.8,-,-,-,22.3,43.9,-,-,-,-0.1
Jay Miller,3,0,0,0,0,0,0,0,0,0,117,5.5,1.8,0.4,-,-,0.0,41.5,71.7,0.0,41.5,11.9,1.4
Larry Miller,2,0,0,0,0,0,0,0,0,0,486,13.6,5.0,2.4,0.1,0.7,0.2,43.2,72.4,24.8,43.9,13.5,19.5
Malcolm Miller,3,0,0,0,0,0,0,0,0,0,15,2.5,1.0,0.2,0.1,0.1,0.5,46.4,100.0,38.1,60.7,8.9,0.2
Mike Miller,3,0,0,0,0,0,0,0,0,0,1032,10.6,4.2,2.6,0.2,0.6,1.5,45.9,76.9,40.7,55.0,14.3,60.7
Oliver Miller,5,0,0,0,0,0,0,0,0,0,493,7.4,5.9,2.2,1.5,0.9,0.0,53.4,63.9,11.6,53.5,15.2,21.1
Quincy Miller,4,0,0,0,0,0,0,0,0,0,69,4.3,2.4,0.5,0.5,0.4,0.5,35.0,70.6,29.2,40.4,8.4,-0.1
Reggie Miller,2,0,1,5,3,0,0,0,0,0,1389,18.2,3.0,3.0,0.2,1.1,1.8,47.1,88.8,39.5,54.4,18.4,174.4
Walt Miller,0,0,0,0,0,0,0,0,0,12,1.9,-,0.5,-,-,-,33.3,50.0,-,-,-,0.3
Chris Mills,4,0,0,0,0,0,0,0,0,0,568,11.2,4.9,1.9,0.4,0.7,0.8,43.2,81.7,35.1,47.1,13.3,37.7
John Mills,0,0,0,0,0,0,0,0,0,47,3.9,-,0.2,-,-,-,29.4,55.0,-,-,-,1.4
Patty Mills,1,1,0,0,0,0,0,0,0,0,551,8.3,1.6,2.3,0.1,0.6,1.4,43.1,84.6,39.1,53.4,14.5,25.1
Terry Mills,4,0,0,0,0,0,0,0,0,0,678,10.6,5.4,1.3,0.4,0.6,0.8,45.7,78.1,38.4,50.0,14.7,33.3
Elijah Millsap,2,0,0,0,0,0,0,0,0,0,69,4.2,2.8,1.1,0.3,0.9,0.4,32.7,67.9,27.9,37.9,7.4,0.4
Paul Millsap,4,1,0,4,0,1,0,0,0,0,900,14.2,7.4,2.3,1.0,1.3,0.4,49.1,73.4,33.3,51.1,19.1,84.5
Shake Milton,2,1,0,0,0,0,0,0,0,0,3,1.7,0.0,1.3,0.3,0.3,0.3,40.0,-,33.3,50.0,14.0,0.1
Harold Miner,1,0,0,0,0,0,0,0,0,0,200,9.0,2.2,1.2,0.1,0.4,0.1,46.0,78.5,31.1,46.8,12.6,4.2
Yao Ming,5,0,1,8,5,0,0,0,0,0,486,19.0,9.2,1.6,1.9,0.4,0.0,52.4,83.3,20.0,52.5,23.0,65.9
Dirk Minniefield,1,0,0,0,0,0,0,0,0,0,222,5.3,1.7,3.8,0.0,0.9,0.1,47.0,73.9,27.2,48.1,11.4,4.1
Dave Minor,1,0,0,0,0,0,0,0,0,0,116,7.6,4.5,2.5,-,-,-,36.0,75.4,-,-,11.8,3.6
Greg Minor,2,0,0,0,0,0,0,0,0,0,277,6.9,2.7,1.4,0.2,0.6,0.1,47.8,76.7,22.6,48.5,12.9,8.2
Mark Minor,3,0,0,0,0,0,0,0,0,0,4,1.3,1.0,0.5,-,-,-,25.0,75.0,-,-,6.8,0.0
Nikola Mirotic,4,1,0,0,0,0,0,0,0,0,298,12.2,6.0,1.3,0.7,0.8,1.9,42.3,80.5,35.6,52.0,16.8,19.5
Wat Misaka,0,0,0,0,0,0,0,0,0,3,2.3,-,0.0,-,-,-,23.1,33.3,-,-,-,0.0
Jason Miskiri,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-,0.0,0.0,-12.4,0.0
Donovan Mitchell,2,1,0,0,0,0,0,0,0,0,104,20.5,3.6,3.6,0.3,1.5,2.3,43.5,80.8,33.1,50.0,16.4,6.0
Leland Mitchell,2,0,0,0,0,0,0,0,0,0,78,4.1,2.3,0.9,-,-,0.3,34.9,65.9,27.6,37.9,3.7,0.6
Mike Mitchell,3,0,0,1,0,0,0,0,0,0,759,19.8,5.6,1.3,0.5,0.7,0.0,49.3,77.9,21.6,49.4,16.7,50.2
Murray Mitchell,5,0,0,0,0,0,0,0,0,0,2,1.0,-,1.0,-,-,-,33.3,-,-,-,-,0.0
Sam Mitchell,3,0,0,0,0,0,0,0,0,0,994,8.7,3.7,1.1,0.3,0.6,0.1,44.7,78.4,22.3,45.1,12.6,41.7
Todd Mitchell,3,0,0,0,0,0,0,0,0,0,24,5.1,2.1,0.9,0.1,0.7,0.0,44.3,57.8,-,44.3,7.5,-0.1
Tony Mitchell,3,0,0,0,0,0,0,0,0,0,3,2.0,0.3,0.3,0.0,0.3,0.0,60.0,-,0.0,60.0,30.9,0.1
Tony Mitchell,4,0,0,0,0,0,0,0,0,0,21,1.0,1.2,0.1,0.1,0.3,0.0,41.7,57.9,100.0,45.8,18.1,0.2
Naz Mitrou-Long,2,1,0,0,0,0,0,0,0,0,2,1.5,0.0,0.0,0.0,0.0,0.5,50.0,-,50.0,75.0,15.8,0.0
Steve Mix,4,0,0,1,0,0,0,0,0,0,788,10.6,5.3,1.8,0.2,1.2,0.0,49.9,80.3,28.6,49.9,16.2,57.6
Bill Mlkvy,3,0,0,0,0,0,0,0,0,0,31,5.8,3.3,2.0,-,-,-,30.5,64.6,-,-,9.5,-1.0
Cuttino Mobley,2,0,0,0,0,0,0,0,0,0,747,16.0,3.9,2.7,0.4,1.2,1.5,43.3,83.5,37.8,48.7,14.4,52.2
Eric Mobley,5,0,0,0,0,0,0,0,0,0,113,3.9,3.1,0.5,0.5,0.2,0.0,54.1,47.5,75.0,54.5,10.6,1.1
Doug Moe,3,0,0,3,0,0,0,0,0,0,378,16.3,6.8,3.2,,-,0.1,42.8,80.0,21.3,43.0,16.2,25.5
Larry Moffett,3,0,0,0,0,0,0,0,0,0,20,0.8,1.1,0.4,0.1,0.1,-,29.4,60.0,-,-,4.0,-0.1
Leo Mogus,0,0,0,0,0,0,0,0,0,231,8.5,1.8,1.4,-,-,-,33.2,71.6,-,-,-,21.9
Nazr Mohammed,5,0,0,0,0,0,0,0,0,0,1005,5.8,4.7,0.4,0.6,0.4,0.0,48.6,64.0,0.0,48.6,15.0,34.3
Jerome Moiso,5,0,0,0,0,0,0,0,0,0,145,2.7,2.7,0.3,0.5,0.3,0.0,48.9,59.3,0.0,48.9,12.1,2.1
Paul Mokeski,5,0,0,0,0,0,0,0,0,0,694,4.0,3.4,0.7,0.4,0.3,0.0,45.1,69.4,21.6,45.3,8.9,13.5
Jack Molinas,3,0,0,1,0,0,0,0,0,0,32,11.6,7.1,1.6,-,-,-,39.0,75.9,-,-,19.2,3.6
Wayne Molis,5,0,0,0,0,0,0,0,0,0,59,4.7,3.3,0.7,-,-,0.0,41.7,64.9,66.7,42.0,17.8,1.0
Sidney Moncrief,1,0,0,5,5,5,0,0,0,0,767,15.6,4.7,3.6,0.3,1.2,0.1,50.2,83.1,28.4,50.9,18.7,90.3
Eric Money,2,0,0,0,0,0,0,0,0,0,426,12.2,2.1,3.8,0.1,1.2,0.0,49.4,74.8,-,49.4,14.5,14.8
Sergei Monia,3,0,0,0,0,0,0,0,0,0,26,3.0,2.0,0.7,0.2,0.3,0.3,33.3,71.4,26.5,38.5,6.3,-0.2
Malik Monk,2,1,0,0,0,0,0,0,0,0,89,7.8,1.2,1.6,0.2,0.4,1.4,36.4,85.9,33.5,45.8,10.9,0.2
Earl Monroe,1,0,1,4,1,0,0,0,0,0,926,18.8,3.0,3.9,0.3,1.0,0.0,46.4,80.7,-,46.4,17.2,77.4
Greg Monroe,5,1,0,0,0,0,0,0,0,0,602,13.5,8.5,2.2,0.6,1.1,0.0,51.4,70.7,0.0,51.4,20.2,48.8
Rodney Monroe,2,0,0,0,0,0,0,0,0,0,38,3.4,0.9,0.7,0.1,0.3,0.2,36.8,82.6,22.2,38.9,8.8,-0.2
Luis Montero,2,0,0,0,0,0,0,0,0,0,14,1.0,0.4,0.1,0.0,0.0,0.1,25.0,75.0,11.1,27.5,-4.8,-0.3
Howie Montgomery,3,0,0,0,0,0,0,0,0,0,20,7.2,3.5,1.1,-,-,-,42.5,60.9,-,-,9.9,0.1
Eric Montross,5,0,0,0,0,0,0,0,0,0,465,4.5,4.6,0.4,0.6,0.3,0.0,49.0,47.8,0.0,49.0,9.1,8.5
Jamario Moon,3,0,0,0,0,0,0,0,0,0,286,6.3,4.3,1.0,0.8,0.8,0.6,46.1,80.3,32.9,51.8,13.1,14.3
Jim Mooney,3,0,0,0,0,0,0,0,0,0,18,7.5,3.9,1.9,-,-,-,36.5,67.5,-,-,9.5,0.2
Andre Moore,4,0,0,0,0,0,0,0,0,0,10,2.4,1.4,0.6,0.1,0.2,0.0,33.3,75.0,-,33.3,12.1,0.0
Ben Moore,4,0,0,0,0,0,0,0,0,0,2,0.0,0.5,0.5,0.0,0.0,0.0,-,-,-,-,-2.3,0.0
E'Twaun Moore,2,1,0,0,0,0,0,0,0,0,489,8.0,2.0,1.8,0.2,0.7,0.9,45.9,73.7,38.8,52.4,11.5,13.1
Gene Moore,5,0,0,1,0,0,0,0,0,0,465,12.0,9.4,1.4,1.4,0.5,0.0,46.7,67.9,30.3,46.8,15.8,24.8
Jackie Moore,3,0,0,0,0,0,0,0,0,0,134,2.7,2.5,0.5,-,-,-,39.1,62.3,-,-,7.4,1.3
Johnny Moore,1,0,0,0,0,0,0,1,0,0,520,9.4,3.0,7.4,0.2,2.0,0.2,46.0,71.2,25.1,47.1,16.7,30.1
Larry Moore,0,0,0,0,0,0,0,0,0,12,2.3,1.3,0.1,-,-,0.0,24.2,84.6,0.0,24.2,-0.3,-0.2
Lowes Moore,1,0,0,0,0,0,0,0,0,0,112,6.7,2.0,2.8,0.2,0.8,0.1,44.2,75.0,20.0,45.0,10.7,1.5
Mikki Moore,5,0,0,0,0,0,0,0,0,0,564,5.8,3.9,0.7,0.5,0.3,0.0,55.1,74.3,15.4,55.1,12.5,22.5
Otto Moore,5,0,0,0,0,0,0,0,0,0,682,8.2,8.2,1.6,1.2,0.7,-,45.3,60.9,-,-,13.1,24.7
Richard Moore,2,0,0,0,0,0,0,0,0,0,18,3.8,1.1,0.4,-,-,0.0,33.8,75.0,0.0,33.8,3.0,0.0
Ron Moore,5,0,0,0,0,0,0,0,0,0,14,1.7,0.6,0.1,0.0,0.4,0.0,31.0,75.0,-,31.0,2.0,-0.1
Tracy Moore,2,0,0,0,0,0,0,0,0,0,119,7.0,1.5,1.0,0.1,0.5,0.6,40.4,83.8,34.4,45.6,12.7,1.8
Eric Moreland,4,0,0,0,0,0,0,0,0,0,78,2.0,3.7,1.0,0.7,0.4,0.0,54.3,39.4,-,54.3,13.6,2.3
Jackie Moreland,4,0,0,0,0,0,0,0,0,0,582,9.8,5.9,1.6,-,-,0.0,42.0,72.1,30.0,42.0,13.0,19.1
Guy Morgan,2,0,0,0,0,0,0,0,0,0,8,1.9,2.1,0.9,0.0,0.3,0.0,29.2,25.0,-,29.2,9.9,-0.1
Rex Morgan,2,0,0,0,0,0,0,0,0,0,62,2.8,1.5,0.6,-,-,-,37.5,68.2,-,-,10.0,0.5
Elmore Morgenthaler,5,0,0,0,0,0,0,0,0,0,31,1.8,-,0.3,-,-,-,36.5,63.3,-,-,-,0.7
Darren Morningstar,5,0,0,0,0,0,0,0,0,0,23,4.2,3.5,0.7,0.1,0.6,0.0,47.6,60.0,-,47.6,8.9,0.4
Chris Morris,2,0,0,0,0,0,0,0,0,0,747,11.0,4.7,1.6,0.7,1.2,0.7,44.1,73.9,30.6,47.5,15.1,37.4
Darius Morris,1,0,0,0,0,0,0,0,0,0,132,3.3,1.0,1.4,0.0,0.3,0.4,38.4,63.0,32.2,43.9,7.7,-0.3
Isaiah Morris,3,0,0,0,0,0,0,0,0,0,25,2.2,0.5,0.2,0.0,0.1,0.0,45.6,75.0,-,45.6,10.6,0.0
Jaylen Morris,2,1,0,0,0,0,0,0,0,0,9,4.1,2.1,1.0,0.1,0.3,0.3,43.6,-,27.3,47.4,8.1,0.0
Marcus Morris,3,1,0,0,0,0,0,0,0,0,496,11.4,4.5,1.5,0.2,0.7,1.3,43.2,73.9,36.2,50.1,13.3,24.6
Markieff Morris,4,1,0,0,0,0,0,0,0,0,548,11.8,5.6,1.7,0.6,0.9,0.8,45.0,78.0,33.9,48.7,14.2,22.9
Max Morris,0,0,0,0,0,0,0,0,0,62,12.6,-,3.1,-,-,-,36.3,66.7,-,-,-,4.1
Monte Morris,1,1,0,0,0,0,0,0,0,0,30,9.0,2.5,3.8,0.1,0.9,0.9,47.8,79.3,43.1,53.9,16.2,2.2
Randolph Morris,4,0,0,0,0,0,0,0,0,0,74,1.9,1.4,0.1,0.1,0.2,0.0,42.6,54.5,-,42.6,6.4,-0.1
Terence Morris,3,0,0,0,0,0,0,0,0,0,139,3.4,2.7,0.7,0.4,0.3,0.2,40.7,71.1,19.6,42.8,9.9,1.0
Adam Morrison,4,0,0,0,0,0,0,0,0,0,161,7.5,2.1,1.4,0.1,0.2,0.8,37.3,71.0,33.1,42.3,7.4,-1.4
John Morrison,0,0,0,0,0,0,0,0,0,9,3.0,1.0,0.8,-,-,0.1,29.4,66.7,16.7,30.9,0.1,-0.1
Mike Morrison,2,0,0,0,0,0,0,0,0,0,36,2.0,0.6,0.3,0.0,0.1,0.1,33.8,80.0,28.6,35.3,4.2,-0.3
Red Morrison,5,0,0,0,0,0,0,0,0,0,155,3.6,5.3,0.9,-,-,-,39.6,57.2,-,-,10.6,2.2
Anthony Morrow,2,0,0,0,0,0,0,0,0,0,564,9.4,2.2,0.9,0.1,0.6,1.4,44.7,88.0,41.7,53.9,13.2,23.2
Dwayne Morton,1,0,0,0,0,0,0,0,0,0,41,4.1,1.4,0.4,0.4,0.3,0.2,38.8,68.2,36.0,42.2,11.0,0.2
John Morton,3,0,0,0,0,0,0,0,0,0,128,4.8,1.3,2.7,0.2,0.7,0.1,38.6,78.7,22.4,39.9,10.5,0.5
Richard Morton,1,0,0,0,0,0,0,0,0,0,2,3.0,0.0,0.5,0.0,0.0,0.0,75.0,-,-,75.0,12.9,0.0
Glenn Mosley,4,0,0,0,0,0,0,0,0,0,32,3.1,2.2,0.7,0.3,0.3,-,40.9,57.8,-,-,11.2,0.2
Perry Moss,1,0,0,0,0,0,0,0,0,0,136,3.9,1.5,1.5,0.1,0.7,0.1,41.5,72.2,17.4,42.3,9.2,0.9
Lawrence Moten,2,0,0,0,0,0,0,0,0,0,119,6.3,1.5,1.5,0.3,0.6,0.5,40.8,65.2,29.9,45.0,12.6,0.0
Donatas Motiejunas,4,0,0,0,0,0,0,0,0,0,248,7.4,3.8,1.1,0.3,0.5,0.5,46.9,60.0,30.0,50.8,12.4,7.2
Johnathan Motley,4,0,0,0,0,0,0,0,0,0,11,8.7,4.5,0.6,0.2,0.3,0.1,53.3,53.6,16.7,54.0,17.2,0.3
Hanno Mottola,3,0,0,0,0,0,0,0,0,0,155,4.6,2.9,0.5,0.2,0.2,0.0,44.2,78.3,6.3,44.3,8.1,0.9
Arnett Moultrie,4,0,0,0,0,0,0,0,0,0,59,3.6,3.1,0.2,0.2,0.4,0.0,54.7,66.7,-,54.7,14.1,1.7
Rick Mount,2,0,0,0,0,0,0,0,0,0,283,11.8,1.7,2.4,0.1,0.7,0.4,43.3,82.0,31.7,45.3,13.5,10.5
Alonzo Mourning,5,0,1,7,2,2,0,0,0,0,838,17.1,8.5,1.1,2.8,0.5,0.0,52.7,69.2,24.7,52.9,21.2,89.7
Timofey Mozgov,5,0,0,0,0,0,0,0,0,0,454,6.8,4.9,0.6,0.8,0.3,0.0,53.5,73.8,19.0,53.7,14.7,17.7
Chuck Mrazovich,0,0,0,0,0,0,0,0,0,25,3.4,1.6,0.5,-,-,-,35.0,60.4,-,-,-,0.4
Emmanuel Mudiay,1,1,0,0,0,0,0,0,0,0,209,11.0,3.0,4.1,0.3,0.8,1.0,38.1,73.4,31.9,42.6,11.0,-1.5
Erwin Mueller,4,0,0,0,0,0,0,0,0,0,445,7.4,4.7,2.0,0.0,0.0,0.0,42.6,62.3,-,42.6,11.1,9.1
Shabazz Muhammad,2,0,0,0,0,0,0,0,0,0,278,9.0,2.8,0.5,0.1,0.3,0.4,47.3,75.1,31.9,50.4,15.9,8.5
Joe Mullaney,0,0,0,0,0,0,0,0,0,37,0.8,-,1.4,-,-,-,12.9,80.0,-,-,-,-0.6
Bob Mullens,0,0,0,0,0,0,0,0,0,54,5.8,-,1.0,-,-,-,28.1,62.7,-,-,-,2.1
Byron Mullens,5,0,0,0,0,0,0,0,0,0,189,7.4,4.2,0.8,0.5,0.4,0.6,40.8,70.6,31.9,44.8,12.2,0.6
Chris Mullin,2,0,1,5,4,0,0,0,0,0,986,18.2,4.1,3.5,0.6,1.6,0.8,50.9,86.5,38.4,54.0,18.8,93.1
