,Name,Pos,Active,HoF,All_Star,All_Nba,All_Def,Score_Champ,Assit_Champ,Trb_Champ,MVP,GP,PPG,TRPG,APG,BPG,SPG,3PG,TP,TR,TAST,TBLKS,TSTLS,T3PS,FG%,FT%,3P%,EF%,DRTG,ORTG,VORP,BPM,EFF,Win_Shares
2587,Devyn Marble,2,0,0,0,0,0,0,0,0,0,44,2.2,1.6,0.7,0.1,0.5,0.3,97,69.0,29,3,22,12,30.4,37.5,22.2,35.7,107,80,-0.3,-5.0,5.5,-0.3
2588,Roy Marble,2,0,0,0,0,0,0,0,0,0,29,1.9,1.1,0.4,0.1,0.2,0.0,55,32.0,12,3,7,0,25.7,59.4,0.0,25.7,112,76,-0.3,-8.5,4.0,-0.5
2589,Stephon Marbury,1,0,0,2,2,0,0,0,0,0,846,19.3,3.0,7.6,0.1,1.2,1.2,16297,2516.0,6471,121,1022,991,43.3,78.4,32.5,47.0,110,108,25.6,1.2,18.7,77.5
2590,Sarunas Marciulionis,2,0,1,0,0,0,0,0,0,0,363,12.8,2.3,2.2,0.1,1.3,0.3,4631,819.0,807,31,459,127,50.5,76.8,36.9,52.6,111,113,3.7,-0.2,16.7,20.0
2591,Saul Mariaschin,1,0,0,0,0,0,0,0,0,0,43,7.7,,1.4,,,,333,,60,,,,27.0,70.9,,,,,,,,1.1
2592,Jack Marin,3,0,0,2,0,0,0,0,0,0,849,14.8,5.2,2.1,0.2,0.5,,12541,4405.0,1813,59,155,,46.5,84.3,,,101,,-1.4,-2.8,15.2,59.3
2593,Shawn Marion,3,0,0,4,2,0,0,0,0,0,1163,15.2,8.7,1.9,1.1,1.5,0.7,17700,10101.0,2198,1233,1759,791,48.4,81.0,33.1,51.0,102,110,52.1,3.2,18.8,124.9
2594,Boban Marjanovic,5,1,0,0,0,0,0,0,0,0,154,6.0,3.8,0.4,0.4,0.2,0.0,922,587.0,68,61,36,0,57.6,78.5,0.0,57.6,102,125,1.4,1.8,27.8,8.2
2595,Lauri Markkanen,4,1,0,0,0,0,0,0,0,0,80,15.5,7.4,1.2,0.6,0.6,2.2,1242,589.0,93,49,51,177,43.3,84.5,36.6,51.8,110,106,0.1,-1.9,15.8,3.8
2596,Damir Markota,4,0,0,0,0,0,0,0,0,0,30,1.7,1.0,0.2,0.0,0.1,0.2,51,31.0,6,1,3,6,36.5,63.6,37.5,42.3,113,83,-0.3,-9.0,5.0,-0.2
2597,Sean Marks,4,0,0,0,0,0,0,0,0,0,230,2.8,2.2,0.2,0.4,0.1,0.0,638,501.0,50,87,33,5,44.8,66.5,20.0,45.2,104,96,-1.7,-4.9,9.1,2.6
2598,Harvey Marlatt,2,0,0,0,0,0,0,0,0,0,61,3.7,1.4,1.5,,,,225,86.0,94,,,,37.3,85.0,,,,,,,8.8,-0.1
2599,Jim Marsh,3,0,0,0,0,0,0,0,0,0,39,3.1,2.2,0.8,,,,119,84.0,30,,,,33.3,69.5,,,,,,,8.6,-0.3
2600,Ricky Marsh,2,0,0,0,0,0,0,0,0,0,60,4.5,1.3,1.5,0.3,0.5,,269,75.0,90,19,29,,42.6,69.7,,,102,90,-0.5,-4.3,8.4,0.5
2601,Donny Marshall,3,0,0,0,0,0,0,0,0,0,119,2.5,1.0,0.3,0.0,0.3,0.4,293,121.0,36,5,37,42,32.1,68.1,33.6,39.9,104,94,-0.6,-4.7,8.7,0.9
2602,Donyell Marshall,4,0,0,0,0,0,0,0,0,0,957,11.2,6.7,1.4,0.9,0.8,0.9,10716,6376.0,1305,848,790,902,43.5,73.1,35.0,48.3,103,105,19.1,1.0,16.8,59.0
2603,Kendall Marshall,1,0,0,0,0,0,0,0,0,0,160,5.0,1.6,4.9,0.1,0.7,0.8,802,253.0,779,10,107,128,39.9,61.1,37.0,48.0,112,97,-2.8,-5.6,10.7,1.0
2604,Rawle Marshall,3,0,0,0,0,0,0,0,0,0,63,2.7,1.0,0.4,0.2,0.3,0.1,170,60.0,23,12,20,5,37.6,71.6,23.8,39.3,107,92,-0.5,-5.0,8.1,0.2
2605,Tom Marshall,3,0,0,0,0,0,0,0,0,0,168,5.7,2.9,1.1,,,,952,492.0,188,,,,38.8,70.9,,,,,,,13.4,4.1
2606,Vester Marshall,3,0,0,0,0,0,0,0,0,0,13,1.3,2.8,0.3,0.2,0.3,,17,37.0,4,3,4,,24.1,42.9,,,100,,-0.3,-7.9,3.4,-0.1
2607,Bill Martin,3,0,0,0,0,0,0,0,0,0,84,4.7,1.6,0.7,0.1,0.4,0.0,397,136.0,58,9,30,0,44.9,81.3,0.0,44.9,108,94,-0.7,-5.1,10.4,0.3
2608,Bob Martin,5,0,0,0,0,0,0,0,0,0,54,2.1,2.2,0.3,0.6,0.1,0.0,113,119.0,18,34,8,0,44.1,60.8,,44.1,108,95,-0.4,-4.6,6.8,0.3
2609,Brian Martin,3,0,0,0,0,0,0,0,0,0,8,0.8,0.5,0.0,0.1,0.0,0.0,6,4.0,0,1,0,0,42.9,0.0,,42.9,109,66,-0.1,-15.8,-1.6,-0.1
2610,Cartier Martin,3,0,0,0,0,0,0,0,0,0,243,5.1,1.9,0.5,0.1,0.4,0.9,1229,463.0,121,27,97,218,39.2,72.9,37.2,49.1,108,101,-1.2,-3.4,10.1,3.7
2611,Cuonzo Martin,2,0,0,0,0,0,0,0,0,0,7,1.3,0.4,0.4,0.0,0.1,0.4,9,3.0,3,0,1,3,25.0,0.0,60.0,37.5,113,71,-0.1,-8.6,4.2,-0.1
2612,Darrick Martin,1,0,0,0,0,0,0,0,0,0,514,6.9,1.1,2.9,0.0,0.7,0.7,3525,588.0,1475,22,340,350,38.2,84.3,34.0,43.8,112,103,-3.9,-3.7,12.5,9.6
2613,Dino Martin,1,0,0,0,0,0,0,0,0,0,92,9.1,,0.8,,,,834,,73,,,,29.4,63.8,,,,,,,,1.8
2614,Don Martin,5,0,0,0,0,0,0,0,0,0,137,3.0,,0.3,,,,410,,36,,,,28.2,52.3,,,,,,,,1.3
2615,Fernando Martin,5,0,0,0,0,0,0,0,0,0,24,0.9,1.2,0.4,0.0,0.3,0.0,22,28.0,9,1,7,0,29.0,36.4,0.0,29.0,108,56,-0.2,-8.7,-0.9,-0.4
2616,Jarell Martin,4,1,0,0,0,0,0,0,0,0,162,5.7,3.7,0.7,0.4,0.4,0.3,927,601.0,107,69,66,47,43.0,76.6,32.2,45.9,110,100,-1.4,-4.0,10.3,2.6
2617,Jeff Martin,2,0,0,0,0,0,0,0,0,0,143,6.7,2.0,0.8,0.3,0.5,0.2,956,290.0,109,47,78,29,41.7,69.4,28.2,43.3,111,100,-1.2,-3.8,9.3,2.1
2618,Kenyon Martin,4,0,0,1,0,0,0,0,0,0,757,12.3,6.8,1.9,1.1,1.2,0.1,9325,5159.0,1439,864,893,66,48.3,62.9,23.4,48.7,101,101,15.5,0.7,15.0,48.0
2619,Kevin Martin,1,0,0,0,0,0,0,0,0,0,714,17.4,3.2,1.9,0.1,0.9,1.6,12396,2278.0,1352,78,643,1141,43.7,87.0,38.4,50.2,111,115,11.3,0.1,17.7,61.3
2620,LaRue Martin,5,0,0,0,0,0,0,0,0,0,271,5.3,4.6,0.7,0.5,0.2,,1430,1258.0,203,98,46,,41.6,68.5,,,98,,-1.9,-4.6,12.1,1.9
2621,Maurice Martin,3,0,0,0,0,0,0,0,0,0,69,3.0,0.9,0.7,0.1,0.3,0.1,204,65.0,49,9,19,4,37.8,59.8,21.1,38.8,109,89,-0.5,-6.2,9.3,-0.3
2622,Phil Martin,3,0,0,0,0,0,0,0,0,0,7,1.7,1.4,0.9,,,,12,10.0,6,,,,26.3,100.0,,,,,,,6.6,-0.1
2623,Slater Martin,1,0,1,7,5,0,0,0,0,0,745,9.8,3.4,4.2,,,,7337,2302.0,3160,,,,36.4,76.2,,,,,,,11.6,47.5
2624,Whitey Martin,2,0,0,0,0,0,0,0,0,0,66,3.4,2.4,1.7,,,,227,158.0,115,,,,32.5,67.3,,,,,,,5.4,-0.5
2625,Jamal Mashburn,3,0,0,1,1,0,0,0,0,0,611,19.1,5.4,4.0,0.2,1.0,1.3,11644,3271.0,2414,109,632,767,41.8,76.6,34.5,45.6,106,103,12.9,0.2,15.7,43.7
2626,Al Masino,1,0,0,0,0,0,0,0,0,0,99,4.8,2.1,1.8,,,,478,205.0,182,,,,34.6,62.5,,,,,,,9.3,3.0
2627,Anthony Mason,4,0,0,1,1,1,0,0,0,0,882,10.9,8.3,3.4,0.3,0.7,0.0,9656,7279.0,2963,244,648,2,50.9,70.9,16.7,51.0,104,114,31.7,2.1,14.6,88.3
2628,Desmond Mason,3,0,0,0,0,0,0,0,0,0,643,12.1,4.5,1.6,0.4,0.7,0.1,7767,2863.0,1049,230,441,66,44.9,74.0,26.0,45.4,109,102,-1.9,-2.4,12.7,23.1
2629,Frank Mason III,1,1,0,0,0,0,0,0,0,0,79,7.0,2.1,2.8,0.2,0.6,0.5,553,166.0,223,14,48,40,38.3,78.6,30.8,42.3,113,100,-0.6,-3.7,12.8,0.8
2630,Roger Mason,1,0,0,0,0,0,0,0,0,0,518,6.3,1.7,1.3,0.1,0.4,1.1,3289,897.0,677,75,189,594,40.8,86.6,38.3,50.9,110,105,0.5,-1.8,10.9,13.0
2631,Tony Massenburg,5,0,0,0,0,0,0,0,0,0,683,6.2,4.3,0.4,0.5,0.4,0.0,4238,2964.0,266,322,261,1,47.0,70.5,9.1,47.0,108,102,-8.0,-4.6,11.9,15.6
2632,Eddie Mast,4,0,0,0,0,0,0,0,0,0,112,2.5,2.4,0.5,,,,283,265.0,51,,,,38.5,60.4,,,,,,,10.0,0.4
2633,Mangok Mathiang,5,0,0,0,0,0,0,0,0,0,4,2.0,2.5,0.0,0.0,0.3,0.0,8,10.0,0,0,1,0,57.1,0.0,,57.1,103,122,0.0,-9.8,18.0,0.1
2634,Johnny Mathis,4,0,0,0,0,0,0,0,0,0,51,3.4,3.8,0.5,,,0.0,173,194.0,28,,,0,37.1,63.6,0.0,37.1,,,,,7.3,0.3
2635,Wes Matthews,1,0,0,0,0,0,0,0,0,0,465,7.9,1.3,4.2,0.2,1.0,0.1,3654,626.0,1955,81,444,36,47.8,78.8,22.5,48.4,108,101,-2.2,-2.9,13.0,11.0
2636,Wesley Matthews,3,1,0,0,0,0,0,0,0,0,684,13.8,3.1,2.2,0.2,1.1,2.2,9473,2140.0,1515,134,762,1475,42.7,82.6,38.4,52.4,109,111,17.4,1.1,13.5,46.7
2637,Ariel Maughan,4,0,0,0,0,0,0,0,0,0,259,7.9,4.0,1.2,,,,2043,141.0,311,,,,28.0,71.2,,,,,,,,4.2
2638,Marlon Maxey,4,0,0,0,0,0,0,0,0,0,98,4.9,3.7,0.2,0.5,0.3,0.0,479,363.0,22,51,27,0,54.2,68.5,0.0,54.2,107,110,-0.5,-3.8,15.6,2.6
2639,Jason Maxiell,5,0,0,0,0,0,0,0,0,0,618,5.6,4.2,0.4,0.8,0.4,0.0,3481,2576.0,266,490,230,0,49.5,56.4,0.0,49.5,106,105,0.1,-2.0,13.0,20.3
2640,Cedric Maxwell,3,0,0,0,0,0,0,0,0,0,835,12.5,6.3,2.2,0.5,0.8,0.0,10465,5261.0,1862,433,671,1,54.6,78.4,5.3,54.6,106,118,28.8,2.8,16.4,78.5
2641,Vernon Maxwell,1,0,0,0,0,0,0,0,0,0,855,12.8,2.6,3.4,0.2,1.1,1.5,10912,2200.0,2912,152,975,1256,39.8,73.3,32.0,46.2,109,101,3.5,-1.4,12.7,27.4
2642,Don May,3,0,0,0,0,0,0,0,0,0,379,8.8,3.5,1.0,0.1,0.3,,3339,1309.0,389,10,29,,45.3,79.8,,,100,,-0.6,-4.6,14.4,11.4
2643,Scott May,3,0,0,0,0,0,0,0,0,0,355,10.4,4.1,1.7,0.1,0.8,0.0,3690,1450.0,610,44,285,0,46.2,81.1,0.0,46.2,103,106,2.0,-1.0,14.2,17.4
2644,Sean May,4,0,0,0,0,0,0,0,0,0,119,6.9,4.0,1.0,0.4,0.4,0.0,821,481.0,115,47,53,3,45.8,74.6,23.1,46.0,106,100,-0.2,-2.4,14.9,2.6
2645,Lee Mayberry,1,0,0,0,0,0,0,0,0,0,496,5.1,1.3,3.6,0.1,0.7,0.8,2546,642.0,1767,43,352,379,41.5,65.9,37.7,49.8,114,106,-6.6,-4.5,10.1,7.9
2646,Clyde Mayes,4,0,0,0,0,0,0,0,0,0,74,4.0,3.8,0.5,0.6,0.1,,297,279.0,40,46,9,,44.6,56.7,,,99,,-0.5,-3.9,10.8,0.9
2647,Tharon Mayes,2,0,0,0,0,0,0,0,0,0,24,4.1,0.7,1.5,0.1,0.7,0.6,99,16.0,35,2,16,15,30.3,66.7,36.6,37.9,109,83,-0.3,-6.5,6.4,-0.4
2648,Bill Mayfield,3,0,0,0,0,0,0,0,0,0,7,2.4,1.3,0.1,0.1,0.0,0.0,17,9.0,1,1,0,0,44.4,50.0,,44.4,115,98,-0.1,-6.4,6.8,0.0
2649,Ken Mayfield,2,0,0,0,0,0,0,0,0,0,13,2.8,0.6,0.3,0.0,0.0,,37,8.0,4,0,0,,37.0,100.0,,,103,,-0.2,-12.2,7.3,-0.2
2650,Eric Maynor,2,0,0,0,0,0,0,0,0,0,267,4.3,1.3,2.8,0.1,0.4,0.4,1141,348.0,760,20,111,111,39.2,72.1,35.0,44.2,110,99,-2.7,-4.7,10.6,3.3
2651,O.J. Mayo,2,0,0,0,0,0,0,0,0,0,547,13.8,3.1,2.9,0.3,1.0,1.6,7574,1706.0,1607,141,559,854,42.9,82.0,37.3,49.4,110,103,5.1,-0.8,13.4,21.8
2652,Travis Mays,1,0,0,0,0,0,0,0,0,0,115,11.1,2.0,2.8,0.1,0.9,0.9,1273,233.0,326,14,102,104,41.0,74.9,36.2,45.9,112,102,-0.5,-2.6,11.7,2.4
2653,Matt Mazza,4,0,0,0,0,0,0,0,0,0,26,3.8,,1.1,,,,98,,29,,,,30.0,71.1,,,,,,,,0.0
2654,Luc Mbah a Moute,3,1,0,0,0,0,0,0,0,0,686,6.4,4.1,0.9,0.4,0.9,0.3,4375,2798.0,588,263,610,207,45.4,66.0,33.5,48.2,106,103,4.9,-0.8,10.7,26.0
2655,Bob McAdoo,4,0,1,5,2,0,3,0,0,1,852,22.1,9.4,2.3,1.5,1.0,0.0,18787,8048.0,1951,1147,751,3,50.3,75.4,8.1,50.3,100,104,26.5,2.1,20.7,89.1
2656,James Michael McAdoo,4,0,0,0,0,0,0,0,0,0,111,3.0,1.7,0.3,0.4,0.3,0.0,334,188.0,37,47,33,5,52.8,53.4,29.4,53.8,103,110,0.2,-1.0,14.6,2.4
2657,Ken McBride,2,0,0,0,0,0,0,0,0,0,12,9.8,2.6,1.2,,,,117,31.0,14,,,,32.7,72.4,,,,,,,7.9,-0.4
2658,Ray McCallum,1,0,0,0,0,0,0,0,0,0,154,6.0,2.0,2.4,0.2,0.5,0.5,920,306.0,368,27,79,71,40.8,71.1,33.5,44.7,110,100,-0.6,-2.8,11.0,2.1
2659,Bob McCann,3,0,0,0,0,0,0,0,0,0,178,4.2,2.6,0.6,0.4,0.4,0.0,739,468.0,104,79,80,1,47.9,57.7,20.0,48.0,109,99,-0.8,-3.3,10.2,2.0
2660,Brendan McCann,1,0,0,0,0,0,0,0,0,0,41,1.8,1.2,1.6,,,,74,50.0,65,,,,20.4,70.0,,,,,,,6.4,-0.6
2661,Mel McCants,3,0,0,0,0,0,0,0,0,0,13,1.7,0.5,0.2,0.1,0.2,0.0,22,6.0,2,1,3,0,30.8,75.0,,30.8,107,88,-0.1,-8.5,5.1,0.0
2662,Rashad McCants,2,0,0,0,0,0,0,0,0,0,249,10.0,2.0,1.3,0.2,0.7,1.2,2479,506.0,331,61,183,292,43.1,74.1,36.8,49.9,111,99,-0.6,-2.5,12.9,3.6
2663,Mike McCarron,1,0,0,0,0,0,0,0,0,0,68,9.7,,0.9,,,,658,,62,,,,28.0,61.4,,,,,,,,4.3
2664,Andre McCarter,1,0,0,0,0,0,0,0,0,0,103,3.8,0.9,1.7,0.0,0.4,0.0,392,95.0,172,0,37,2,43.1,72.5,25.0,43.4,105,94,-0.7,-4.5,10.4,1.1
2665,Willie McCarter,2,0,0,0,0,0,0,0,0,0,155,7.0,1.6,2.0,,,,1090,248.0,304,,,,40.2,65.6,,,,,,,8.8,-1.0
2666,Johnny McCarthy,1,0,0,0,0,0,0,0,0,0,316,7.8,3.6,3.7,,,,2450,1145.0,1184,,,,35.3,62.2,,,,,,,8.8,4.7
2667,Howie McCarty,3,0,0,0,0,0,0,0,0,0,19,1.1,,0.1,,,,21,,2,,,,12.2,10.0,,,,,,,,-1.1
2668,Kelly McCarty,2,0,0,0,0,0,0,0,0,0,2,2.0,1.5,0.0,0.0,0.0,0.0,4,3.0,0,0,0,0,66.7,,,66.7,110,81,0.0,-24.8,31.7,0.0
2669,Walter McCarty,3,0,0,0,0,0,0,0,0,0,593,5.2,2.6,1.1,0.3,0.6,0.8,3056,1554.0,670,173,380,456,39.2,69.8,34.6,47.4,105,99,1.7,-1.4,10.1,13.7
2670,Amal McCaskill,5,0,0,0,0,0,0,0,0,0,114,1.8,1.9,0.3,0.3,0.2,0.0,204,213.0,36,36,24,0,37.7,60.9,0.0,37.7,102,87,-0.6,-4.4,7.7,0.5
2671,Patrick McCaw,2,0,0,0,0,0,0,0,0,0,128,4.0,1.4,1.2,0.2,0.6,0.5,511,182.0,158,25,75,60,42.1,77.5,29.6,48.5,109,102,-0.3,-2.6,8.0,2.3
2672,Dwayne McClain,3,0,0,0,0,0,0,0,0,0,45,3.5,0.7,1.5,0.1,0.8,0.0,157,30.0,67,4,38,1,38.3,51.4,11.1,38.6,104,83,-0.3,-4.8,8.3,-0.3
2673,Ted McClain,2,0,0,1,0,1,0,0,0,0,555,8.4,2.9,3.4,0.2,1.7,0.1,4669,1627.0,1909,82,821,27,44.9,76.7,21.8,45.3,100,98,5.9,0.4,12.5,21.2
2674,Dan McClintock,5,0,0,0,0,0,0,0,0,0,6,3.0,2.8,0.2,0.3,0.0,0.0,18,17.0,1,2,0,0,50.0,0.0,,50.0,109,94,-0.1,-6.6,9.9,0.0
2675,Jack McCloskey,2,0,0,0,0,0,0,0,0,0,1,6.0,3.0,1.0,,,,6,3.0,1,,,,33.3,,,,,,,,7.8,0.0
2676,George McCloud,3,0,0,0,0,0,0,0,0,0,766,9.0,3.1,2.3,0.2,0.8,1.2,6925,2342.0,1769,190,593,920,40.2,81.0,35.8,47.7,109,104,5.6,-0.7,12.7,24.6
2677,CJ McCollum,2,1,0,0,0,0,0,0,0,0,374,17.5,3.0,2.9,0.3,0.9,1.9,6551,1133.0,1074,123,333,719,45.5,83.9,40.1,52.0,110,109,6.0,0.2,17.2,24.2
2678,John McConathy,4,0,0,0,0,0,0,0,0,0,11,1.3,1.8,0.7,,,,14,20.0,8,,,,13.8,42.9,,,,,,,1.7,-0.5
2679,Bucky McConnell,1,0,0,0,0,0,0,0,0,0,14,4.9,2.4,2.9,,,,68,34.0,41,,,,38.0,48.3,,,,,,,11.6,0.5
2680,T.J. McConnell,1,1,0,0,0,0,0,0,0,0,267,6.4,2.9,4.9,0.2,1.3,0.3,1697,786.0,1300,41,350,75,48.1,77.8,33.3,50.6,107,106,0.6,-1.6,13.5,10.6
2681,Keith McCord,2,0,0,0,0,0,0,0,0,0,2,2.0,1.0,0.5,0.0,0.0,0.0,4,2.0,1,0,0,0,50.0,,,50.0,108,76,0.0,-7.7,7.9,0.0
2682,Tim McCormick,5,0,0,0,0,0,0,0,0,0,483,8.3,4.9,1.0,0.4,0.3,0.0,4030,2366.0,491,187,139,1,53.5,70.3,6.3,53.5,109,111,1.4,-1.5,12.8,21.5
2683,Jelani McCoy,5,0,0,0,0,0,0,0,0,0,260,4.6,3.5,0.5,0.7,0.3,0.0,1200,921.0,135,193,75,0,53.9,49.0,,53.9,104,99,-1.1,-3.1,12.6,5.1
2684,Paul McCracken,2,0,0,0,0,0,0,0,0,0,37,4.3,2.0,0.9,0.0,0.5,,160,73.0,33,0,6,,45.0,59.6,,,98,,-0.1,-4.1,11.0,0.5
2685,Chris McCray,2,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,,,0.0,120,0,-0.1,-24.6,-20.7,-0.1
2686,Rodney McCray,4,0,0,0,0,2,0,0,0,0,768,11.7,6.6,3.6,0.6,0.8,0.1,9014,5087.0,2750,493,585,57,50.3,76.1,26.0,50.7,109,113,23.0,1.6,14.4,56.0
2687,Scooter McCray,4,0,0,0,0,0,0,0,0,0,77,2.9,2.5,1.0,0.3,0.3,0.0,224,190.0,74,26,21,0,42.3,61.1,,42.3,108,93,-0.3,-3.3,8.3,0.4
2688,Erik McCree,3,0,0,0,0,0,0,0,0,0,4,0.0,0.3,0.0,0.0,0.3,0.0,0,1.0,0,0,1,0,0.0,,0.0,0.0,96,0,0.0,-14.7,-8.9,-0.1
2689,Chris McCullough,4,0,0,0,0,0,0,0,0,0,59,3.3,1.9,0.3,0.3,0.5,0.3,194,112.0,15,19,30,15,42.6,54.8,30.6,46.7,107,99,0.0,-2.3,13.2,0.6
2690,John McCullough,2,0,0,0,0,0,0,0,0,0,8,2.6,0.5,0.4,0.0,0.3,0.0,21,4.0,3,0,2,0,69.2,60.0,,69.2,99,115,0.1,6.8,30.7,0.1
2691,Clint McDaniel,2,0,0,0,0,0,0,0,0,0,12,2.5,0.8,0.6,0.0,0.4,0.2,30,10.0,7,0,5,2,34.8,75.0,33.3,39.1,107,116,0.0,-0.1,15.6,0.2
2692,Xavier McDaniel,4,0,0,1,0,0,0,0,0,0,870,15.6,6.1,2.0,0.5,0.9,0.1,13606,5313.0,1775,416,791,74,48.5,71.8,26.1,48.9,108,106,13.4,0.1,16.1,47.8
2693,Jim McDaniels,5,0,0,1,0,0,0,0,0,0,271,10.0,6.5,1.1,0.6,0.2,0.0,2698,1748.0,288,79,23,0,46.6,72.0,,46.6,100,94,-1.0,-4.2,16.8,9.1
2694,K.J. McDaniels,2,0,0,0,0,0,0,0,0,0,148,5.3,2.2,0.6,0.6,0.5,0.5,782,324.0,95,94,70,70,41.2,77.6,29.0,46.4,107,95,-0.7,-3.3,10.8,1.3
2695,Doug McDermott,3,1,0,0,0,0,0,0,0,0,299,7.8,2.2,0.8,0.1,0.2,1.1,2340,664.0,229,32,60,335,45.5,82.6,40.4,54.1,112,111,-1.6,-3.0,10.5,9.4
2696,Ben McDonald,3,0,0,0,0,0,0,0,0,0,176,6.0,3.2,1.3,0.1,0.4,0.1,1061,568.0,236,17,77,10,46.8,72.7,22.7,47.3,114,105,-0.8,-2.8,8.3,2.5
2697,Glenn McDonald,3,0,0,0,0,0,0,0,0,0,146,4.2,1.5,0.7,0.2,0.3,,609,215.0,99,25,51,,40.0,73.2,,,98,,-1.1,-5.0,10.3,1.1
2698,Michael McDonald,5,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0,,,,,114,27,0.0,-23.4,-22.1,-0.1
2699,Roderick McDonald,4,0,0,0,0,0,0,0,0,0,87,3.2,2.3,0.5,,,0.0,282,197.0,40,,,3,44.8,70.4,37.5,45.4,,,,,15.2,1.1
2700,Hank McDowell,4,0,0,0,0,0,0,0,0,0,206,2.9,2.3,0.5,0.1,0.2,0.0,600,464.0,98,29,34,0,45.1,71.0,0.0,45.1,109,102,-0.7,-3.5,10.0,2.0
2701,Antonio McDyess,4,0,0,1,1,0,0,0,0,0,1015,12.0,7.5,1.3,1.1,0.8,0.0,12227,7638.0,1300,1102,782,7,49.7,67.0,11.7,49.7,103,106,16.4,0.3,17.2,69.8
2702,Jim McElroy,1,0,0,0,0,0,0,0,0,0,418,9.9,2.0,3.5,0.3,0.9,0.0,4120,820.0,1462,126,384,7,46.8,76.4,20.6,46.9,106,100,-0.8,-2.3,12.9,14.0
2703,Patrick McFarland,2,0,0,0,0,0,0,0,0,0,148,6.4,2.0,1.5,0.1,0.5,0.1,947,298.0,219,12,76,11,45.8,77.1,26.2,46.5,105,98,-0.1,-2.2,13.3,2.4
2704,Ivan McFarlin,4,0,0,0,0,0,0,0,0,0,11,1.4,1.0,0.1,0.0,0.0,0.0,15,11.0,1,0,0,0,38.5,71.4,0.0,38.5,112,112,0.0,-5.5,12.2,0.1
2705,Mel McGaha,1,0,0,0,0,0,0,0,0,0,51,3.5,,1.0,,,,176,,51,,,,31.8,59.1,,,,,,,,1.5
2706,Mitch McGary,4,0,0,0,0,0,0,0,0,0,52,4.4,3.5,0.3,0.3,0.3,0.0,227,183.0,17,18,17,0,52.7,58.0,0.0,52.7,102,104,-0.2,-3.1,15.4,1.3
2707,JaVale McGee,5,1,0,0,0,0,0,0,0,0,587,7.7,4.8,0.4,1.5,0.4,0.0,4519,2846.0,212,909,225,2,56.4,58.6,10.5,56.4,104,111,4.5,-0.2,19.3,28.4
2708,Mike McGee,2,0,0,0,0,0,0,0,0,0,520,9.6,2.1,1.2,0.1,0.7,0.6,4968,1112.0,629,49,371,306,48.7,59.7,35.4,52.3,110,106,2.5,-0.9,14.0,15.1
2709,Bill McGill,5,0,0,0,0,0,0,0,0,0,295,10.5,4.4,1.1,,,0.0,3094,1286.0,330,,,0,51.4,70.1,,51.4,,,,,19.0,16.9
2710,George McGinnis,4,0,1,6,2,0,0,0,0,1,842,20.2,11.0,3.7,0.5,1.9,0.2,17009,9233.0,3089,332,1448,83,45.8,66.4,27.3,46.1,98,100,31.3,3.5,20.0,74.6
2711,Jon McGlocklin,3,0,0,1,0,0,0,0,0,0,792,11.6,2.4,2.9,0.1,0.5,,9169,1928.0,2280,13,102,,48.9,84.5,,,101,,-1.5,-3.4,13.6,47.1
2712,Tracy McGrady,3,0,1,7,7,0,2,0,0,0,938,19.6,5.6,4.4,0.9,1.2,1.2,18381,5276.0,4161,807,1136,1081,43.5,74.6,33.8,47.0,104,108,50.6,4.6,22.1,97.3
2713,Gil McGregor,4,0,0,0,0,0,0,0,0,0,42,4.1,3.5,0.4,,,,171,148.0,18,,,,36.3,69.6,,,,,,,6.8,-0.4
2714,Elton McGriff,5,0,0,0,0,0,0,0,0,0,56,6.0,4.6,0.2,,,0.0,338,258.0,10,,,0,47.7,59.2,0.0,47.7,,,,,12.8,1.6
2715,Rodney McGruder,2,1,0,0,0,0,0,0,0,0,128,7.2,3.4,1.7,0.2,0.6,1.1,927,429.0,220,25,79,139,42.6,66.7,36.1,51.0,110,110,1.2,-0.5,9.8,5.3
2716,Alfred McGuire,1,0,1,0,0,0,0,0,0,0,191,4.0,2.2,1.9,,,,757,418.0,363,,,,37.9,55.1,,,,,,,11.1,5.5
2717,Allie McGuire,2,0,0,0,0,0,0,0,0,0,2,2.0,1.0,0.5,0.0,0.0,,4,2.0,1,0,0,,50.0,,,,96,,0.0,-5.7,10.3,0.0
2718,Dick McGuire,1,0,1,7,1,0,0,1,0,0,738,8.0,4.2,5.7,,,,5921,2784.0,4205,,,,38.9,64.4,,,,,,,15.5,50.9
2719,Dominic McGuire,2,0,0,0,0,0,0,0,0,0,342,2.7,3.4,1.2,0.5,0.5,0.0,939,1169.0,422,184,154,3,41.9,65.8,18.8,42.0,109,98,0.6,-1.6,9.8,4.1
2720,Kevin McHale,4,0,1,7,1,6,0,0,0,0,971,17.9,7.3,1.7,1.7,0.4,0.0,17335,7122.0,1670,1690,344,41,55.4,79.8,26.1,55.5,106,118,33.9,2.5,20.0,113.0
2721,Maurice McHartley,2,0,0,0,0,0,0,0,0,0,189,12.4,3.2,3.4,,,0.1,2351,599.0,641,,,15,40.2,74.6,18.8,40.6,,,,,9.4,5.0
