,Name,Pos,Active,HoF,All_Star,All_Nba,All_Def,Score_Champ,Assit_Champ,Trb_Champ,MVP,GP,PPG,TRPG,APG,BPG,SPG,3PG,TP,TR,TAST,TBLKS,TSTLS,T3PS,FG%,FT%,3P%,EF%,DRTG,ORTG,VORP,BPM,EFF,Win_Shares
2451,Martin Lewis,3,0,0,0,0,0,0,0,0,0,25,3.6,1.4,0.3,0.2,0.4,0.1,89,35.0,7,5,9,3,47.3,59.3,30.0,49.3,113,100,-0.2,-5.8,11.2,0.1
2452,Mike Lewis,5,0,0,1,0,0,0,0,0,0,337,12.1,11.9,3.0,0.0,0.0,0.0,4081,4022.0,1000,0,0,0,49.8,73.5,0.0,49.8,107,88,-0.1,-16.2,17.6,24.4
2453,Quincy Lewis,3,0,0,0,0,0,0,0,0,0,159,3.6,1.3,0.6,0.2,0.4,0.2,567,210.0,96,36,59,37,39.7,71.0,33.3,42.9,105,91,-0.9,-4.0,6.7,0.8
2454,Ralph Lewis,3,0,0,0,0,0,0,0,0,0,99,2.3,1.2,0.3,0.1,0.3,0.0,229,118.0,29,7,25,1,41.4,56.2,25.0,41.6,110,91,-0.5,-5.0,8.5,0.0
2455,Rashard Lewis,4,0,0,2,0,0,0,0,0,0,1049,14.9,5.2,1.7,0.5,1.1,1.7,15579,5433.0,1765,541,1115,1787,45.2,80.5,38.6,52.4,107,112,34.1,2.0,16.8,90.9
2456,Reggie Lewis,3,0,0,1,0,0,0,0,0,0,450,17.6,4.3,2.6,0.9,1.3,0.1,7902,1938.0,1153,417,569,27,48.8,82.4,20.0,49.0,108,112,13.1,1.5,17.1,38.9
2457,Marcus Liberty,3,0,0,0,0,0,0,0,0,0,267,7.3,3.5,0.9,0.3,0.7,0.2,1942,925.0,244,73,189,66,41.7,66.4,34.0,43.5,110,100,-1.1,-2.9,12.2,4.0
2458,Todd Lichti,2,0,0,0,0,0,0,0,0,0,237,7.9,2.1,1.4,0.2,0.8,0.1,1870,505.0,325,45,179,19,46.0,78.9,24.4,46.6,111,105,-0.8,-2.7,12.2,5.6
2459,Barry Liebowitz,1,0,0,0,0,0,0,0,0,0,82,10.9,2.1,3.7,,,0.1,894,170.0,301,,,6,36.7,80.5,15.4,37.0,,,,,9.5,1.5
2460,DeAndre Liggins,2,0,0,0,0,0,0,0,0,0,177,2.0,1.4,0.7,0.2,0.6,0.2,346,252.0,122,31,108,43,40.2,54.9,35.2,46.9,107,94,0.0,-2.0,7.3,1.6
2461,Bill Ligon,2,0,0,0,0,0,0,0,0,0,38,3.3,0.7,0.7,0.2,0.2,,126,26.0,25,9,8,,38.5,64.0,,,102,,-0.4,-7.1,11.8,-0.2
2462,Goose Ligon,4,0,0,1,0,0,0,0,0,0,434,12.8,10.9,2.1,0.5,0.5,0.0,5560,4720.0,910,9,9,3,48.7,64.3,12.5,48.8,106,98,0.0,-2.4,15.9,36.1
2463,Damian Lillard,1,1,0,3,3,0,0,0,0,0,503,23.4,4.1,6.2,0.3,0.9,2.7,11757,2083.0,3126,156,477,1373,43.3,88.5,37.0,50.9,110,115,26.8,3.8,21.3,63.2
2464,Jeremy Lin,2,1,0,0,0,0,0,0,0,0,435,11.9,2.8,4.4,0.4,1.1,1.0,5175,1226.0,1905,165,494,424,43.6,80.7,35.2,48.9,108,106,5.6,0.0,15.6,22.7
2465,Steve Lingenfelter,4,0,0,0,0,0,0,0,0,0,10,1.0,1.6,0.5,0.3,0.1,0.0,10,16.0,5,3,1,0,71.4,0.0,,71.4,101,76,0.0,-3.4,3.1,0.0
2466,Alton Lister,5,0,0,0,0,0,0,0,0,0,953,6.6,6.3,1.0,1.5,0.4,0.0,6298,5996.0,914,1473,351,1,51.2,59.7,11.1,51.2,102,102,7.9,-0.3,12.9,36.6
2467,Samuel Little,1,0,0,0,0,0,0,0,0,0,3,1.7,0.3,0.7,,,0.0,5,1.0,2,,,0,50.0,100.0,0.0,50.0,,,,,10.3,0.0
2468,Gene Littles,1,0,0,0,0,0,0,0,0,0,450,9.0,3.3,3.0,0.1,1.2,0.1,4066,1475.0,1336,21,277,25,47.6,73.8,24.0,48.0,103,104,1.2,-0.4,13.5,23.4
2469,Randy Livingston,1,0,0,0,0,0,0,0,0,0,203,3.8,1.4,2.0,0.2,0.6,0.2,773,282.0,415,31,121,34,40.6,77.1,35.1,42.9,104,94,-1.2,-3.7,10.0,2.3
2470,Shaun Livingston,1,1,0,0,0,0,0,0,0,0,794,6.4,2.4,3.1,0.4,0.7,0.0,5083,1929.0,2425,298,568,13,48.3,79.3,17.8,48.5,108,106,1.4,-1.7,12.5,28.5
2471,Ron Livingstone,5,0,0,0,0,0,0,0,0,0,117,6.3,4.7,1.9,,,,732,297.0,217,,,,28.6,69.2,,,,,,,,2.4
2472,Horacio Llamas Grey,5,0,0,0,0,0,0,0,0,0,28,2.1,1.3,0.2,0.3,0.4,0.0,58,36.0,5,8,11,1,46.9,61.1,33.3,48.0,97,81,-0.1,-5.0,10.0,0.0
2473,Bobby Lloyd,1,0,0,0,0,0,0,0,0,0,125,9.0,1.8,1.8,,,0.1,1127,220.0,229,,,15,40.7,87.2,38.5,41.5,,,,,13.9,5.3
2474,Chuck Lloyd,5,0,0,0,0,0,0,0,0,0,14,4.7,1.8,0.4,,,0.0,66,25.0,6,,,0,45.1,66.7,,45.1,,,,,17.4,0.2
2475,Earl Lloyd,3,0,1,0,0,0,0,0,0,0,560,8.4,6.4,1.4,,,,4682,3609.0,810,,,,35.6,75.0,,,,,,,10.6,19.1
2476,Lewis Lloyd,2,0,0,0,0,0,0,0,0,0,388,13.2,3.1,2.9,0.3,0.9,0.0,5130,1192.0,1138,133,365,10,52.4,77.1,21.3,52.5,109,108,5.5,0.3,16.4,19.8
2477,Scott Lloyd,5,0,0,0,0,0,0,0,0,0,372,4.6,3.0,1.0,0.2,0.3,0.0,1694,1114.0,356,73,100,2,42.5,71.8,28.6,42.6,109,95,-2.2,-3.6,8.5,2.5
2478,Riney Lochmann,3,0,0,0,0,0,0,0,0,0,170,4.3,2.7,0.8,,,0.0,731,466.0,143,,,5,40.5,60.6,31.3,40.9,,,,,9.5,0.6
2479,Bob Lochmueller,3,0,0,0,0,0,0,0,0,0,62,3.7,2.6,0.8,,,,232,162.0,47,,,,32.2,60.7,,,,,,,9.0,0.5
2480,Rob Lock,4,0,0,0,0,0,0,0,0,0,20,1.5,1.6,0.2,0.2,0.2,0.0,30,32.0,4,4,3,0,28.1,80.0,,28.1,110,77,-0.2,-9.4,5.3,-0.2
2481,Darrell Lockhart,5,0,0,0,0,0,0,0,0,0,2,2.0,1.5,0.0,0.0,0.0,0.0,4,3.0,0,0,0,0,100.0,,,100.0,112,75,0.0,-10.7,1.6,0.0
2482,Ian Lockhart,3,0,0,0,0,0,0,0,0,0,1,4.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0,0,0,0,100.0,100.0,,100.0,115,231,0.0,16.4,76.3,0.0
2483,Kevin Loder,3,0,0,0,0,0,0,0,0,0,148,5.9,2.3,1.2,0.3,0.5,0.0,875,338.0,174,43,67,6,46.1,69.5,26.1,46.5,107,100,-0.3,-2.5,11.9,2.4
2484,Don Lofgran,3,0,0,0,0,0,0,0,0,0,209,6.1,3.9,1.0,,,,1265,817.0,216,,,,32.9,69.2,,,,,,,11.7,3.1
2485,Zach Lofton,2,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0,0,1,0,0.0,,0.0,0.0,89,0,0.0,-8.1,-9.9,0.0
2486,Henry Logan,2,0,0,0,0,0,0,0,0,0,108,11.6,3.5,2.3,,,0.0,1258,376.0,244,,,1,46.6,70.5,14.3,46.7,,,,,13.7,5.6
2487,John Logan,1,0,0,0,3,0,0,0,0,0,258,12.4,4.5,3.0,,,,3203,134.0,775,,,,31.2,76.7,,,,,,,,27.8
2488,Brad Lohaus,4,0,0,0,0,0,0,0,0,0,656,5.9,2.8,1.1,0.8,0.5,0.6,3854,1869.0,714,503,307,392,44.0,73.3,36.1,49.6,108,103,2.5,-1.0,12.3,15.2
2489,Art Long,3,0,0,0,0,0,0,0,0,0,98,3.5,3.3,0.5,0.4,0.3,0.0,345,319.0,48,42,27,2,45.8,48.5,66.7,46.1,104,94,-0.6,-3.8,9.7,0.9
2490,Grant Long,4,0,0,0,0,0,0,0,0,0,1003,9.5,6.1,1.7,0.4,1.2,0.1,9518,6154.0,1716,366,1199,83,46.7,76.1,28.3,47.2,106,108,18.5,0.6,13.3,60.1
2491,John Long,2,0,0,0,0,0,0,0,0,0,893,13.6,2.8,1.9,0.2,1.0,0.1,12131,2492.0,1738,180,912,101,46.7,86.2,32.2,47.2,109,103,1.2,-1.8,14.2,32.0
2492,Paul Long,2,0,0,0,0,0,0,0,0,0,80,3.9,0.8,0.8,,,0.0,309,66.0,66,,,0,42.9,76.5,,42.9,,,,,14.7,0.8
2493,Shawn Long,5,0,0,0,0,0,0,0,0,0,18,8.2,4.7,0.7,0.5,0.5,0.4,148,85.0,13,9,9,7,56.0,54.3,36.8,59.2,106,118,0.3,3.4,24.1,0.9
2494,Willie Long,4,0,0,0,0,0,0,0,0,0,213,11.4,6.0,1.0,0.2,0.7,0.0,2418,1269.0,209,13,54,0,42.1,77.4,0.0,42.1,105,101,0.0,-2.0,12.9,6.9
2495,Luc Longley,5,0,0,0,0,0,0,0,0,0,567,7.2,4.9,1.5,1.0,0.5,0.0,4090,2794.0,836,549,278,0,46.2,76.0,0.0,46.2,102,97,1.5,-1.5,11.8,17.5
2496,Kevon Looney,4,1,0,0,0,0,0,0,0,0,159,4.0,3.4,0.8,0.6,0.4,0.0,632,537.0,135,100,61,4,58.1,58.2,18.2,58.6,107,125,1.9,1.5,15.0,6.8
2497,Brook Lopez,5,1,0,1,0,0,0,0,0,0,669,17.6,6.6,1.5,1.7,0.6,0.5,11791,4434.0,1030,1134,375,327,49.9,79.0,33.9,51.7,108,110,15.1,0.9,20.2,55.5
2498,Felipe Lopez,1,0,0,0,0,0,0,0,0,0,249,5.8,2.4,1.0,0.2,0.6,0.2,1448,604.0,252,62,161,48,43.2,65.9,32.7,45.1,108,97,-0.7,-2.7,11.5,3.1
2499,Raul Lopez,1,0,0,0,0,0,0,0,0,0,113,6.5,1.7,3.8,0.0,0.7,0.4,733,194.0,428,5,84,45,42.9,85.3,34.6,46.4,106,97,-0.8,-3.5,12.2,2.1
2500,Robin Lopez,5,1,0,0,0,0,0,0,0,0,720,8.9,5.3,0.8,1.2,0.3,0.0,6409,3830.0,583,876,182,7,52.6,75.9,21.9,52.7,109,113,8.7,0.1,16.1,40.2
2501,Ryan Lorthridge,2,0,0,0,0,0,0,0,0,0,37,7.4,1.9,2.7,0.0,0.8,0.1,272,71.0,101,1,28,3,47.5,64.8,21.4,48.2,114,102,-0.3,-3.7,12.9,0.4
2502,Jim Loscutoff,3,0,0,0,0,0,0,0,0,0,511,6.2,5.6,0.7,,,,3156,2848.0,353,,,,34.5,65.3,,,,,,,8.3,3.4
2503,Plummer Lott,3,0,0,0,0,0,0,0,0,0,67,2.2,1.8,0.6,,,,147,123.0,43,,,,29.4,58.3,,,,,,,4.1,-1.3
2504,Kevin Loughery,2,0,0,0,0,0,0,0,0,0,755,15.3,3.0,3.7,,,,11575,2254.0,2803,,,,41.3,80.3,,,,,,,13.7,29.8
2505,Bob Love,4,0,0,3,2,3,0,0,0,0,789,17.6,5.9,1.4,0.2,0.8,,13895,4653.0,1123,56,232,,42.9,80.5,,,98,,-1.6,-2.7,14.9,50.4
2506,Kevin Love,5,1,0,5,2,0,0,0,1,0,639,18.3,11.3,2.3,0.5,0.7,1.6,11708,7212.0,1485,299,448,1031,44.3,82.4,37.0,50.2,106,116,24.8,2.8,21.9,77.0
2507,Stan Love,4,0,0,0,0,0,0,0,0,0,239,6.6,3.9,0.8,0.4,0.5,0.0,1579,929.0,181,37,44,0,44.0,75.1,,44.0,97,98,-0.5,-3.6,13.2,5.6
2508,Clyde Lovellette,5,0,1,4,1,0,0,0,0,0,704,17.0,9.5,1.6,,,,11947,6663.0,1097,,,,44.3,75.7,,,,,,,21.6,70.6
2509,Sidney Lowe,1,0,0,0,0,0,0,0,0,0,193,2.9,1.7,3.9,0.0,1.0,0.0,562,335.0,749,9,191,4,36.7,76.4,13.3,37.0,108,101,-1.4,-3.7,10.4,3.9
2510,Charlie Lowery,1,0,0,0,0,0,0,0,0,0,20,2.3,1.0,0.7,,,,45,19.0,14,,,,44.7,61.1,,,,,,,10.5,0.2
2511,Kyle Lowry,1,1,0,4,1,0,0,0,0,0,821,14.4,4.2,6.0,0.3,1.3,1.8,11862,3476.0,4954,224,1106,1439,42.5,80.4,36.8,50.5,107,115,37.8,3.9,18.6,83.6
2512,Jordan Loyd,1,1,0,0,0,0,0,0,0,0,3,4.0,1.7,0.3,0.0,0.0,0.7,12,5.0,1,0,0,2,100.0,100.0,100.0,133.3,110,200,0.0,8.5,32.2,0.2
2513,Al Lucas,3,0,0,0,0,0,0,0,0,0,2,1.0,,1.0,,,,2,,2,,,,33.3,,,,,,,,,0.0
2514,Jerry Lucas,5,0,1,7,5,0,0,0,0,0,829,17.0,15.6,3.3,0.3,0.4,,14053,12942.0,2732,24,28,,49.9,78.3,,,94,,0.8,-0.1,18.9,98.4
2515,John Lucas,2,0,0,0,0,0,0,0,0,0,928,10.7,2.3,7.0,0.1,1.4,0.4,9951,2151.0,6454,73,1273,244,44.9,77.6,30.3,46.3,107,108,10.3,-0.4,15.9,53.7
2516,Kalin Lucas,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0,0,1,0,0.0,,,0.0,93,0,0.0,-1.3,-0.7,0.0
2517,Maurice Lucas,4,0,0,5,1,2,0,0,0,0,1021,14.6,9.1,2.4,0.6,0.8,0.0,14857,9306.0,2498,659,803,9,47.1,76.5,14.3,47.2,102,103,16.7,0.2,16.2,69.0
2518,John Lucas III,1,0,0,0,0,0,0,0,0,0,242,4.7,1.0,1.5,0.0,0.4,0.7,1147,237.0,362,2,88,163,38.3,76.8,34.4,45.2,108,101,-1.0,-3.4,11.8,3.4
2519,Ted Luckenbill,4,0,0,0,0,0,0,0,0,0,87,2.3,1.9,0.4,,,,196,166.0,35,,,,36.7,60.4,,,,,,,8.3,0.4
2520,Tyronn Lue,1,0,0,0,0,0,0,0,0,0,554,8.5,1.7,3.1,0.0,0.5,0.8,4710,943.0,1727,10,286,460,43.7,82.9,39.1,49.4,112,109,-2.5,-2.8,13.2,19.7
2521,Jim Luisi,1,0,0,0,0,0,0,0,0,0,31,2.9,0.8,1.1,,,,89,25.0,35,,,,32.6,65.9,,,,,,,7.6,0.0
2522,Al Lujack,4,0,0,0,0,0,0,0,0,0,5,0.8,,0.0,,,,4,,0,,,,12.5,40.0,,,,,,,,0.0
2523,Phil Lumpkin,1,0,0,0,0,0,0,0,0,0,82,3.3,1.0,2.7,0.0,0.4,,272,82.0,225,3,35,,42.4,81.2,,,102,,-1.1,-5.8,10.5,0.7
2524,Ray Lumpp,1,0,0,0,0,0,0,0,0,0,300,8.2,2.2,2.2,,,,2462,391.0,654,,,,36.6,76.7,,,,,,,12.6,15.5
2525,Timothe Luwawu-Cabarrot,3,1,0,0,0,0,0,0,0,0,138,5.6,1.7,1.0,0.1,0.3,0.8,779,238.0,133,16,48,108,38.6,82.9,31.8,46.6,111,100,-1.3,-4.4,7.7,1.6
2526,Tyler Lydon,4,1,0,0,0,0,0,0,0,0,12,1.3,0.8,0.2,0.0,0.1,0.3,16,9.0,2,0,1,3,75.0,50.0,75.0,93.8,111,163,0.1,2.7,18.4,0.2
2527,Trey Lyles,4,1,0,0,0,0,0,0,0,0,256,7.7,4.0,1.0,0.3,0.4,0.9,1968,1026.0,264,87,100,224,43.3,70.5,34.0,49.8,107,104,-0.3,-2.3,13.2,7.5
2528,R.B. Lynam,1,0,0,0,0,0,0,0,0,0,7,2.4,0.7,0.0,,,0.0,17,5.0,0,,,0,29.4,87.5,0.0,29.4,,,,,-0.2,0.0
2529,George Lynch,2,0,0,0,0,0,0,0,0,0,774,6.6,5.0,1.4,0.3,1.1,0.2,5109,3902.0,1121,258,817,146,44.6,65.2,30.6,46.2,103,102,11.5,0.6,12.8,32.3
2530,Kevin Lynch,2,0,0,0,0,0,0,0,0,0,95,3.3,1.3,1.1,0.2,0.5,0.0,310,120.0,108,15,48,3,43.6,72.6,33.3,44.1,112,97,-0.6,-4.0,7.7,0.4
2531,Lonnie Lynn,3,0,0,0,0,0,0,0,0,0,52,5.0,5.0,0.8,,,0.0,260,258.0,43,,,0,40.7,48.6,0.0,40.7,,,,,9.1,0.1
2532,Mike Lynn,3,0,0,0,0,0,0,0,0,0,49,2.6,1.4,0.6,,,,126,68.0,31,,,,32.9,66.7,,,,,,,4.5,-0.3
2533,Sheldon Mac,2,0,0,0,0,0,0,0,0,0,30,3.0,1.1,0.5,0.1,0.3,0.2,90,34.0,15,2,8,7,40.0,85.2,23.3,44.7,112,112,-0.1,-3.6,10.1,0.5
2534,Mike Macaluso,3,0,0,0,0,0,0,0,0,0,30,1.6,0.8,0.1,0.0,0.2,,48,25.0,3,1,7,,43.2,58.8,,,98,,-0.1,-6.5,10.2,0.0
2535,Ed Macauley,5,0,1,7,4,0,0,0,0,0,641,17.5,7.5,3.2,,,,11234,4325.0,2079,,,,43.6,76.1,,,,,,,20.4,100.4
2536,Todd MacCulloch,5,0,0,0,0,0,0,0,0,0,223,6.1,4.0,0.5,0.8,0.3,0.0,1369,888.0,121,177,61,0,54.1,64.2,,54.1,100,113,1.9,0.2,16.9,11.9
2537,Ronnie MacGilvray,1,0,0,0,0,0,0,0,0,0,6,1.3,1.5,1.8,,,,8,9.0,11,,,,16.7,57.1,,,,,,,7.9,-0.1
2538,Scott Machado,1,0,0,0,0,0,0,0,0,0,6,1.3,0.2,1.0,0.0,0.3,0.0,8,1.0,6,0,2,0,50.0,100.0,0.0,50.0,104,69,-0.1,-15.1,6.0,-0.1
2539,Arvydas Macijauskas,2,0,0,0,0,0,0,0,0,0,19,2.3,0.5,0.3,0.0,0.4,0.2,44,10.0,5,0,7,3,34.1,86.7,25.0,37.8,108,90,-0.1,-5.3,8.3,0.0
2540,Ollie Mack,2,0,0,0,0,0,0,0,0,0,128,7.2,2.5,1.8,0.1,0.7,0.0,916,319.0,230,11,85,0,45.8,67.4,0.0,45.8,111,103,0.1,-1.9,12.0,2.5
2541,Sam Mack,3,0,0,0,0,0,0,0,0,0,259,7.8,2.1,1.3,0.1,0.6,1.3,2011,533.0,336,37,164,329,40.0,83.1,37.4,49.3,110,106,0.3,-1.8,12.2,7.4
2542,Shelvin Mack,2,1,0,0,0,0,0,0,0,0,433,6.6,2.0,3.1,0.1,0.7,0.7,2847,857.0,1342,23,288,290,42.6,73.5,33.3,48.2,108,102,-1.0,-2.5,12.5,10.4
2543,Malcolm Mackey,5,0,0,0,0,0,0,0,0,0,22,1.5,1.1,0.0,0.1,0.0,0.0,32,24.0,1,3,0,0,37.8,50.0,0.0,37.8,108,97,-0.2,-10.7,12.6,0.1
2544,Rudy Macklin,3,0,0,0,0,0,0,0,0,0,160,6.4,2.9,0.8,0.2,0.5,0.0,1030,464.0,121,30,82,0,44.9,77.6,0.0,44.9,105,98,-0.6,-2.8,10.0,3.2
2545,Vernon Macklin,5,0,0,0,0,0,0,0,0,0,23,2.0,1.5,0.2,0.2,0.2,0.0,46,34.0,5,4,4,0,54.3,57.1,,54.3,105,121,0.0,-0.6,18.2,0.5
2546,Johnny Macknowski,2,0,0,0,0,0,0,0,0,0,117,7.0,1.9,1.1,,,,823,110.0,134,,,,31.7,72.7,,,,,,,,2.7
2547,Don MacLean,4,0,0,0,0,0,0,0,0,0,319,10.9,3.8,1.3,0.2,0.4,0.2,3490,1210.0,404,51,118,56,45.5,76.5,28.4,46.5,112,106,-2.9,-3.7,15.1,9.4
2548,Daryl Macon,2,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,,,,,118,,0.0,-5.6,0.0,0.0
2549,Mark Macon,1,0,0,0,0,0,0,0,0,0,251,6.7,1.9,1.7,0.1,1.4,0.1,1685,467.0,428,20,349,34,38.4,73.5,27.0,39.4,108,90,-1.5,-3.2,8.9,0.1
2550,Kyle Macy,1,0,0,0,0,0,0,0,0,0,551,9.5,2.2,4.0,0.1,1.1,0.3,5259,1214.0,2198,49,631,192,50.1,87.3,33.7,52.3,107,115,7.9,0.2,14.0,36.0
2551,Jack Maddox,3,0,0,0,0,0,0,0,0,0,1,0.0,,1.0,,,,0,,1,,,,,,,,,,,,,0.0
2552,Tito Maddox,2,0,0,0,0,0,0,0,0,0,9,1.2,0.8,0.6,0.1,0.3,0.0,11,7.0,5,1,3,0,25.0,62.5,0.0,25.0,95,80,0.0,-2.2,11.2,0.0
2553,Gerald Madkins,2,0,0,0,0,0,0,0,0,0,48,1.7,0.5,1.4,0.0,0.5,0.3,80,26.0,65,1,24,12,36.6,76.2,37.5,45.1,106,95,-0.3,-5.1,8.7,0.3
2554,Mark Madsen,4,0,0,0,0,0,0,0,0,0,453,2.2,2.6,0.4,0.2,0.3,0.0,975,1157.0,181,102,116,1,45.7,52.7,6.3,45.7,106,105,-0.2,-2.2,8.1,8.2
2555,Norm Mager,4,0,0,0,0,0,0,0,0,0,24,5.2,2.0,1.0,,,,124,47.0,23,,,,28.2,78.6,,,,,,,,0.0
2556,Josh Magette,1,0,0,0,0,0,0,0,0,0,18,2.6,1.1,3.2,0.1,0.4,0.4,46,19.0,57,1,8,8,32.6,100.0,36.4,41.3,113,116,-0.2,-5.4,11.9,0.4
2557,Corey Maggette,3,0,0,0,0,0,0,0,0,0,827,16.0,4.9,2.1,0.2,0.7,0.6,13198,4022.0,1696,139,590,463,45.3,82.2,32.4,47.9,109,110,9.5,-0.4,17.9,62.2
2558,Dave Magley,3,0,0,0,0,0,0,0,0,0,14,0.9,0.7,0.1,0.0,0.1,0.0,12,10.0,2,0,2,0,25.0,50.0,0.0,25.0,106,73,-0.1,-8.9,3.9,-0.1
2559,Jamaal Magloire,5,0,0,1,0,0,0,0,0,0,680,7.2,6.5,0.6,0.9,0.3,0.0,4917,4408.0,386,603,224,0,48.0,63.9,0.0,48.0,102,101,-3.3,-2.9,13.5,27.7
2560,Randolph Mahaffey,4,0,0,1,0,0,0,0,0,0,321,11.9,8.0,1.6,,,0.0,3815,2554.0,507,,,0,44.5,68.4,0.0,44.5,,,,,12.3,16.7
2561,Ian Mahinmi,5,1,0,0,0,0,0,0,0,0,564,5.1,4.3,0.5,0.7,0.6,0.0,2859,2419.0,292,389,311,1,53.9,61.1,6.3,54.0,101,108,3.9,-0.4,13.0,24.2
2562,John Mahnken,5,0,0,0,0,0,0,0,0,0,414,5.8,2.9,1.3,,,,2388,533.0,539,,,,27.2,65.0,,,,,,,10.1,1.2
2563,Brian Mahoney,2,0,0,0,0,0,0,0,0,0,19,3.1,0.7,0.6,,,0.0,58,14.0,12,,,0,29.8,60.0,0.0,29.8,,,,,0.3,-0.4
2564,Mo Mahoney,4,0,0,0,0,0,0,0,0,0,8,1.5,1.1,0.3,,,,12,9.0,2,,,,33.3,80.0,,,,,,,9.5,0.0
2565,Rick Mahorn,4,0,0,0,0,1,0,0,0,0,1117,6.9,6.2,1.0,0.9,0.6,0.0,7763,6957.0,1082,1007,633,5,49.3,70.4,13.2,49.3,103,103,10.7,-0.3,11.6,51.7
2566,Dan Majerle,3,0,0,3,0,2,0,0,0,0,955,11.4,4.5,2.9,0.4,1.3,1.4,10925,4265.0,2755,360,1194,1360,43.1,74.1,35.8,50.5,106,114,35.6,2.7,13.8,78.5
2567,Renaldo Major,4,0,0,0,0,0,0,0,0,0,1,5.0,2.0,0.0,0.0,2.0,0.0,5,2.0,0,0,2,0,20.0,50.0,,20.0,106,47,-0.1,-15.2,-3.7,-0.1
2568,Thon Maker,5,1,0,0,0,0,0,0,0,0,156,4.6,2.6,0.5,0.6,0.3,0.5,716,409.0,82,94,54,82,43.5,65.9,34.2,50.3,109,108,0.0,-2.0,11.8,3.7
2569,Lionel Malamed,1,0,0,0,0,0,0,0,0,0,44,5.9,,1.4,,,,258,,61,,,,33.4,83.1,,,,,,,,1.7
2570,Jeff Malone,2,0,0,2,0,0,0,0,0,0,905,19.0,2.6,2.4,0.1,0.6,0.1,17231,2364.0,2154,100,577,86,48.4,87.1,26.8,48.7,111,108,-0.9,-2.1,15.2,54.2
2571,Karl Malone,4,0,1,14,14,4,0,0,0,2,1476,25.0,10.1,3.6,0.8,1.4,0.1,36928,14968.0,5248,1145,2085,85,51.6,74.2,27.4,51.8,101,113,102.5,5.4,23.9,234.6
2572,Moses Malone,4,0,1,13,8,2,0,0,6,3,1455,20.3,12.3,1.3,1.3,0.8,0.0,29580,17834.0,1936,1889,1199,8,49.5,76.0,9.6,49.5,104,114,46.7,1.7,22.0,179.1
2573,Matt Maloney,1,0,0,0,0,0,0,0,0,0,295,7.4,1.7,2.9,0.0,0.8,1.4,2177,500.0,852,14,240,399,40.8,79.7,37.2,51.2,109,105,0.2,-1.9,10.6,9.5
2574,Steve Malovic,4,0,0,0,0,0,0,0,0,0,39,2.1,2.2,0.7,0.2,0.2,0.0,80,86.0,26,6,8,0,46.3,66.7,,46.3,112,102,-0.2,-3.7,7.2,0.3
2575,Mike Maloy,4,0,0,0,0,0,0,0,0,0,71,6.2,3.8,0.7,,,0.0,442,268.0,48,,,0,42.4,70.2,0.0,42.4,,,,,12.8,0.9
2576,Ted Manakas,2,0,0,0,0,0,0,0,0,0,5,2.4,0.6,0.4,0.0,0.2,,12,3.0,2,0,1,,40.0,100.0,,,104,,-0.1,-7.7,7.2,0.0
2577,John Mandic,4,0,0,0,0,0,0,0,0,0,81,4.1,,1.1,,,,335,,88,,,,31.6,66.0,,,,,,,,2.4
2578,Frank Mangiapane,1,0,0,0,0,0,0,0,0,0,6,0.8,,0.0,,,,5,,0,,,,15.4,33.3,,,,,,,,-0.1
2579,Danny Manning,4,0,0,2,0,0,0,0,0,0,883,14.0,5.2,2.3,0.9,1.1,0.0,12367,4615.0,2063,752,1000,41,51.1,72.9,20.6,51.3,106,106,21.7,1.6,16.9,55.1
2580,Ed Manning,3,0,0,0,0,0,0,0,0,0,604,5.9,4.5,0.8,0.2,0.8,0.0,3541,2717.0,494,27,137,1,44.8,76.4,12.5,44.8,101,102,0.6,-1.1,10.8,14.6
2581,Guy Manning,3,0,0,0,0,0,0,0,0,0,73,8.3,4.8,0.5,,,0.0,604,353.0,39,,,2,39.0,57.6,25.0,39.2,,,,,14.1,0.9
2582,Rich Manning,4,0,0,0,0,0,0,0,0,0,55,3.3,1.7,0.2,0.1,0.1,0.0,182,94.0,10,8,7,2,41.5,64.3,40.0,42.1,111,89,-1.0,-10.0,8.1,-0.3
2583,Pace Mannion,3,0,0,0,0,0,0,0,0,0,216,3.1,1.2,1.1,0.1,0.5,0.1,660,259.0,231,21,107,16,41.3,66.3,20.3,42.5,108,96,-0.5,-2.9,9.4,1.7
2584,Nick Mantis,2,0,0,0,0,0,0,0,0,0,52,4.5,1.8,1.8,,,,236,91.0,92,,,,36.7,54.9,,,,,,,7.3,-0.8
2585,Pete Maravich,2,0,1,5,4,0,1,0,0,0,658,24.2,4.2,5.4,0.3,1.4,0.2,15948,2747.0,3563,108,587,10,44.1,82.0,66.7,44.1,102,96,11.4,0.8,18.4,46.7
2586,Press Maravich,1,0,0,0,0,0,0,0,0,0,51,4.6,,0.1,,,,234,,6,,,,27.2,51.7,,,,,,,,-0.7
